sentence,lemma,verb,verb_pos,theme,recipient,theme_pos,recipient_pos
hand me another one .,hand,hand,VB,one,me,NN,PRP
tell me more about that mean godzilla .,tell,tell,VB,more,me,JJR,PRP
nomi tell me some more about what you did at nursery school today ?,tell,tell,VB,more,me,JJR,PRP
and she gave them some broth without any bread ?,give,gave,VBD,broth,them,NN,PRP
remember what i told you about the a ?,tell,told,VBD,you,what,PRP,WP
now give me a pink letter .,give,give,VB,letter,me,NN,PRP
give me a pink .,give,give,VB,pink,me,NN,PRP
give me a red one .,give,give,VB,one,me,NN,PRP
give me a red one .,give,give,VB,one,me,NN,PRP
give me a red one .,give,give,VB,one,me,NN,PRP
give mommy a red one .,give,give,VB,one,mommy,NN,NN
give me a red one .,give,give,VB,one,me,NN,PRP
give me a red one .,give,give,VB,one,me,NN,PRP
can tell bugs the colors .,tell,tell,VB,colors,bugs,NNS,NNS
and show bugs the colors .,show,show,VB,colors,bugs,NNS,NNS
why don't you give me your letters before you go go find bugs .,give,give,VB,letters,me,NNS,PRP
when you ask her the colors ?,ask,ask,VBP,colors,her,NNS,PRP
sarah could you teach bugs the alphabet ?,teach,teach,VB,alphabet,bugs,NN,NNS
you teach bugs the alphabet .,teach,teach,VBP,alphabet,bugs,NN,NNS
oh you give me the zero now .,give,give,VBP,zero,me,NN,PRP
now show bugs another one .,show,show,VB,one,bugs,NN,NNS
show bugs this one .,show,show,VB,one,bugs,NN,NNS
how you gonna teach bugs the letters if you don't ?,teach,teach,VB,letters,bugs,NNS,NNS
aha ask him some more .,ask,ask,VB,more,him,JJR,PRP
do you know what you call this ?,call,call,VBP,this,what,DT,WP
and you gave little baby american super hero his lion ?,give,gave,VBD,lion,hero,NN,NN
okay mark give us a kiss .,give,give,VB,kiss,us,NN,PRP
give him a kiss give ross a kiss you little super hero ?,give,give,VB,kiss,him,NN,PRP
remember you were telling me a good story .,tell,telling,VBG,story,me,NN,PRP
was it something about some people that who were in swimming or something when you were in the bath tub you were telling me the story .,tell,telling,VBG,story,me,NN,PRP
yeah tell me the story now .,tell,tell,VB,story,me,NN,PRP
sit here and tell me the story about the birds .,tell,tell,VB,story,me,NN,PRP
my daddy told me that .,tell,told,VBD,that,me,DT,PRP
tell me a story about those guys .,tell,tell,VB,story,me,NN,PRP
now tell me a story about your ears .,tell,tell,VB,story,me,NN,PRP
what did you tell the doctor ?,tell,tell,VB,doctor,what,NN,WP
when she does a story she tells you a story about little red riding hood ?,tell,tells,VBZ,you,story,PRP,NN
can mommy try to do what you just taught her how .,teach,taught,VBD,her,what,PRP,WP
now what did you teach mommy .,teach,teach,VB,mommy,what,NN,WP
you were teaching me very good .,teach,teaching,VBG,good,me,JJ,PRP
brought him rings and pirate things and other dandy stuff together they would travel on puff's gigantic tail pirate ships would lower their flags when puff roared out his name or something like that .,bring,brought,VBD,rings,him,NNS,PRP
then he gave me back the rest of it .,give,gave,VBD,rest,me,NN,PRP
and you gave them some .,give,gave,VBD,some,them,DT,PRP
will you tell her happy birthday ?,tell,tell,VB,birthday,her,NN,PRP
uh give us a call let us know how you're faring up there .,give,give,VB,call,us,NN,PRP
i was gonna say i could make you something ?,make,make,VB,something,you,NN,PRP
see if they tell you how much .,tell,tell,VBP,much,you,JJ,PRP
here i'll give you a few peanuts .,give,give,VB,peanuts,you,NNS,PRP
give it a push .,give,give,VB,push,it,NN,PRP
yeah which one do seat do you want ?,want,want,VB,seat,one,NN,NN
give him a kiss bye bye .,give,give,VB,kiss,him,NN,PRP
you gonna give him are you gonna give her a name .,give,give,VB,name,her,NN,PRP
look how nice mama was yesterday and brought you all those pretty clothes ?,bring,brought,VBD,clothes,you,NNS,PRP
now you be nice i'll bring you something ?,bring,bring,VB,something,you,NN,PRP
what else can you tell me about her ?,tell,tell,VB,me,what,PRP,WP
you were telling the door that ?,tell,telling,VBG,that,door,DT,NN
what's santa claus gonna bring you ?,bring,bring,VB,you,what,PRP,WP
i'll give you i'll give you a letter .,give,give,VB,you,you,PRP,PRP
whenever you say the word i'll give you a letter ?,give,give,VB,you,word,PRP,NN
i'll give you a letter .,give,give,VB,letter,you,NN,PRP
i'll give you a k .,give,give,VB,k,you,NN,PRP
what are you gonna show me ?,show,show,VB,me,what,PRP,WP
you taught me very good things .,teach,taught,VBD,things,me,NNS,PRP
who taught you that word ?,teach,taught,VBD,word,you,NN,PRP
can i give you a kiss ?,give,give,VB,kiss,you,NN,PRP
i showed ross her house right ?,show,showed,VBD,house,ross,NN,NNP
i'll give you love .,give,give,VB,love,you,NN,PRP
bring me a piece of paper .,bring,bring,VB,piece,me,NN,PRP
no you're telling me a story .,tell,telling,VBG,story,me,NN,PRP
can you read me this book ?,read,read,VB,book,me,NN,PRP
will you give your doctor and dentist a great big smile the next time you see them ?,give,give,VB,smile,doctor,NN,NN
show me the word zoo .,show,show,VB,word,me,NN,PRP
well i thought you were reading me the book ?,read,reading,VBG,book,me,NN,PRP
what does this say nathaniel ?,say,say,VB,nathaniel,what,NNP,WP
could you give me some of the letter please .,give,give,VB,some,me,DT,PRP
could you please give me some of the letters .,give,give,VB,some,me,DT,PRP
tell me a story about chantilly .,tell,tell,VB,story,me,NN,PRP
please tell me a story about chantilly ?,tell,tell,VB,story,me,NN,PRP
tell me a story about chantilly .,tell,tell,VB,story,me,NN,PRP
can you tell me a story about chantilly ?,tell,tell,VB,story,me,NN,PRP
tell me a story about bugs ?,tell,tell,VB,story,me,NN,PRP
tell me a story about bugs ?,tell,tell,VB,story,me,NN,PRP
watch out for the seed now give me the seeds .,give,give,VB,seeds,me,NNS,PRP
who told you that ?,tell,told,VBD,that,you,DT,PRP
show me show me a few things in this picture ?,show,show,VB,things,me,NNS,PRP
the waiter served him a bone for lunch ?,serve,served,VBD,bone,him,NN,PRP
ali gave him directions ?,give,gave,VBD,directions,him,NNS,PRP
the waiter served him a bone for lunch .,serve,served,VBD,bone,him,NN,PRP
nurse nora gives doctor pill his medicine .,give,gives,VBZ,medicine,pill,NN,NNP
do you know what you can tell the tape ?,tell,tell,VB,tape,what,NN,WP
oh i know what you can tell me .,tell,tell,VB,me,what,PRP,WP
what did i tell you about doing that ?,tell,tell,VB,you,what,PRP,WP
push it down a little bit more playdoh at the bottom .,push,push,VB,playdoh,it,NN,PRP
let's give him a lotta hair .,give,give,VB,hair,him,NN,PRP
wait a minute i wanna give him long hair .,give,give,VB,hair,him,NN,PRP
give me a turn .,give,give,VB,turn,me,NN,PRP
alright just give me one little piece of that for her eyes .,give,give,VB,piece,me,NN,PRP
let's give him a little hair .,give,give,VB,him,'s,PRP,PRP
alex tell me a story .,tell,tell,VB,story,me,NN,PRP
go ahead tell me one .,tell,tell,VB,one,me,CD,PRP
tell me a quick story .,tell,tell,VB,story,me,NN,PRP
can you tell me a quick one ?,tell,tell,VB,one,me,NN,PRP
what do you call all this place like this with the swing and a merry go round ?,call,call,VB,place,what,NN,WP
is that what you're teaching mommy ?,teach,teaching,VBG,mommy,what,NN,WP
can you show me mr and mrs mouse's children ?,show,show,VB,children,me,NNS,PRP
i'll show you a saucer some time ?,show,show,VB,saucer,you,NN,PRP
if we give you a dust rag will you dust too .,give,give,VBP,rag,you,NN,PRP
and what does she tell these little children .,tell,tell,VB,children,what,NNS,WP
what did i show you ?,show,show,VB,you,what,PRP,WP
wish me luck .,wish,wish,VB,luck,me,NN,PRP
come here and tell me a story .,tell,tell,VB,story,me,NN,PRP
would you tell me a bedtime story ?,tell,tell,VB,story,me,NN,PRP
sarah come and tell me a bedtime story ?,tell,tell,VB,story,me,NN,PRP
go tell kent a story ?,tell,tell,VB,story,kent,NN,NNP
who brought you the book ?,bring,brought,VBD,book,you,NN,PRP
can you tell me some more ?,tell,tell,VB,more,me,JJR,PRP
tell me the story .,tell,tell,VB,story,me,NN,PRP
you're getting into so much trouble i don't think santa claus is gonna bring you anything .,bring,bring,VB,anything,you,NN,PRP
you didn't tell me penny bright ?,tell,tell,VB,bright,me,NNP,PRP
let's give you a hair cut .,give,give,VB,cut,you,NN,PRP
someone gave the beggars a bicycle .,give,gave,VBD,bicycle,beggars,NN,NNS
i asked you a question .,ask,asked,VBD,question,you,NN,PRP
daddy asked mummie the price of her new hat ?,ask,asked,VBD,price,mummie,NN,NNP
hey roman tell ryan the joke about .,tell,tell,VB,joke,ryan,NN,NNP
can you give him the change he takes the change ?,give,give,VB,change,him,NN,PRP
can i can you make me can you make me a sandwich .,make,make,VB,me,me,PRP,PRP
your not gonna give ryan a lunch he's hungry .,give,give,VB,lunch,ryan,NN,NNP
you didn't you didn't give ryan his sandwich yet ?,give,give,VB,sandwich,ryan,NN,NNP
roman let me ask you another question okay .,ask,ask,VB,question,you,NN,PRP
does he give you lessons .,give,give,VB,lessons,you,NNS,PRP
yes he gave you a lollipop .,give,gave,VBD,lollipop,you,NN,PRP
and he gave his mother his milk .,give,gave,VBD,milk,mother,NN,NN
i just gave you some money doctor .,give,gave,VBD,money,you,NN,PRP
wanna give me kisses .,give,give,VB,kisses,me,NNS,PRP
now what do you what kind of snack do you want in there .,want,want,VB,kind,what,NN,WP
why don't you take one and give jennifer one .,give,give,VB,one,jennifer,NN,NNP
naomi i'll take both pieces of chalk away if you don't give jennifer one .,give,give,VB,one,jennifer,CD,NNP
remember what i told you ?,tell,told,VBD,you,what,PRP,WP
abe i wanna ask you something .,ask,ask,VB,something,you,NN,PRP
they barely left us enough food for ourselves for the winter .,leave,left,VBD,food,us,NN,PRP
do you remember who gave you daisy .,give,gave,VBD,daisy,you,NNP,PRP
auntie gave you daisy .,give,gave,VBD,daisy,you,NNP,PRP
why don't we show amanda your dominos game .,show,show,VB,game,amanda,NN,NNP
you can tell amanda all the different care bears if you want .,tell,tell,VB,bears,amanda,NNS,NNP
how about mommy reads you a book ?,read,reads,VBZ,book,you,NN,PRP
wanna show amanda your lil princess thing .,show,show,VB,thing,amanda,NN,NNP
did you feed them something ?,feed,feed,VB,something,them,NN,PRP
how does your hair feel after we give you a bath and wash your hair ?,give,give,VBP,bath,you,NN,PRP
show me the narrow window .,show,show,VB,window,me,NN,PRP
mama bear gave the beggars a bowl of peanut butter ?,give,gave,VBD,bowl,beggars,NN,NNS
what i told you about mama bear ?,tell,told,VBD,you,what,PRP,WP
father gave babykins a toy that walks and talks and even cries .,give,gave,VBD,toy,babykins,NN,NNP
so do you know what ryan asked you .,ask,asked,VBD,you,what,PRP,WP
oh and they just give you candy then .,give,give,VBP,candy,you,NN,PRP
that's the guy that's one of the guys who gives him his money .,give,gives,VBZ,money,him,NN,PRP
yeah let's see if you taught mommy right .,teach,taught,VBD,right,mommy,UH,NN
thank you for teaching me that .,teach,teaching,VBG,that,me,DT,PRP
just give him a tiny bit of milk .,give,give,VB,bit,him,NN,PRP
give mommy the bag when you're done honey .,give,give,VB,bag,mommy,NN,NN
what a mess that would make too big too much mess .,make,make,VB,mess,mess,NN,NN
give mommy two uh big ones .,give,give,VB,ones,mommy,NNS,NN
thank you so much find me some more ?,find,find,VB,more,me,JJR,PRP
when someone gives you something ?,give,gives,VBZ,something,you,NN,PRP
so then you just give yourself like a rough idea of what you're gonna do .,give,give,VBP,idea,yourself,NN,PRP
watch this let me show you something !,show,show,VB,something,you,NN,PRP
no we'll give her a birthday party on her birthday .,give,give,VB,party,her,NN,PRP
he gave me a present .,give,gave,VBD,present,me,NN,PRP
see my present santa claus gave me .,give,gave,VBD,me,present,PRP,JJ
santa claus gave me this .,give,gave,VBD,this,me,DT,PRP
let's see what else will santa claus bring you .,bring,bring,VB,you,what,PRP,WP
tell me some more about the party at dancing school .,tell,tell,VB,more,me,JJR,PRP
you didn't show kent your new slippers .,show,show,VB,slippers,kent,NNS,NNP
oh did you show kent your new game .,show,show,VB,game,kent,NN,NNP
give me things and then you take em back .,give,give,VB,things,me,NNS,PRP
i give you a comb can i have this ?,give,give,VBP,comb,you,NN,PRP
i'll give you a comb and you'll give me this ?,give,give,VB,comb,you,NN,PRP
oh i was gonna give you a comb .,give,give,VB,comb,you,NN,PRP
and i'll give you this comb and you'll give me that comb .,give,give,VB,comb,you,NN,PRP
tell jean thanks .,tell,tell,VB,thanks,jean,UH,NNP
okay ross is telling me a story about a bouquet .,tell,telling,VBG,story,me,NN,PRP
why don't you tell daddy the entire story about the bouquet ?,tell,tell,VB,story,daddy,NN,NN
okay tell me the story .,tell,tell,VB,story,me,NN,PRP
well tell me part of the story then ?,tell,tell,VB,part,me,NN,PRP
tell me the part about where where you got it .,tell,tell,VB,part,me,NN,PRP
well hungarians say do you know what hungarians say cocacola .,say,say,VBP,cocacola,what,NN,WP
sure i'll tell you that story .,tell,tell,VB,story,you,NN,PRP
just go back and tell me the story now okay .,tell,tell,VB,story,me,NN,PRP
give him his sweater .,give,give,VB,sweater,him,NN,PRP
what did she tell you ?,tell,tell,VB,you,what,PRP,WP
he's giving them names .,give,giving,VBG,names,them,NNS,PRP
did you show kent our christmas tree .,show,show,VB,tree,kent,NN,NNP
she wants a pebbles and a bam bam doll but i don't know if santa claus can bring her all the things that she wants .,bring,bring,VB,things,her,NNS,PRP
i'll give you the money ?,give,give,VB,money,you,NN,PRP
and i'll give you the money .,give,give,VB,money,you,NN,PRP
why don't you show ryan your book you brought .,show,show,VB,book,ryan,NN,NNP
that's why we were over at the window because he he was showing me and ericka a spider ?,show,showing,VBG,spider,me,NN,PRP
i'll give you a hint i'll give you a hint ?,give,give,VB,hint,you,NN,PRP
abe pass me some blue sticks .,pass,pass,VB,sticks,me,NNS,PRP
pass me that round thing over there .,pass,pass,VB,thing,me,NN,PRP
and why don't you tell me the story out loud .,tell,tell,VB,story,me,NN,PRP
well you sit and be farmer jones and you read it out loud and tell me the story okay .,tell,tell,VBP,story,me,NN,PRP
why are you showing me that .,show,showing,VBG,that,me,DT,PRP
can i give you a hint .,give,give,VB,hint,you,NN,PRP
tell me one thing that you did .,tell,tell,VB,thing,me,NN,PRP
you know what she she wanted first ?,want,wanted,VBD,she,what,PRP,WP
come here and tell kent what else santa claus brought you .,bring,brought,VBD,you,what,PRP,WP
she gives him the tag .,give,gives,VBZ,tag,him,NN,PRP
arthur gave you this .,give,gave,VBD,this,you,DT,PRP
put it in give me the box .,give,give,VB,box,me,NN,PRP
who gave you this do you know ?,give,gave,VBD,this,you,DT,PRP
show him toothie .,show,show,VB,toothie,him,NN,PRP
tell kent what santa claus brought you over at nana's house .,bring,brought,VBD,you,what,PRP,WP
he brought you a bobby suitcase .,bring,brought,VBD,suitcase,you,NN,PRP
santa left me a piano .,leave,left,VBD,piano,me,NN,PRP
didn't santa claus bring you everything you wanted .,bring,bring,VB,everything,you,NN,PRP
show him baby bright .,show,show,VB,bright,him,JJ,PRP
show him baby bright .,show,show,VB,bright,him,JJ,PRP
show kent some more dollies .,show,show,VB,dollies,kent,NNS,NNP
can i give you a kiss .,give,give,VB,kiss,you,NN,PRP
can i give you a kiss .,give,give,VB,kiss,you,NN,PRP
why don't you take one and give her one ?,give,give,VB,one,her,NN,PRP
you'd better give her more nomi .,give,give,VB,nomi,her,NN,PRP
you didn't give her very much .,give,give,VB,much,her,JJ,PRP
first before you give her one .,give,give,VBP,one,her,NN,PRP
why don't you give jennifer a cracker .,give,give,VB,cracker,jennifer,NN,NNP
what did i tell you ?,tell,tell,VB,you,what,PRP,WP
what are you teaching mommy ?,teach,teaching,VBG,mommy,what,NN,WP
what did i show you ?,show,show,VB,you,what,PRP,WP
remember what i showed you ?,show,showed,VBD,you,what,PRP,WP
you tell han the story of star wars .,tell,tell,VBP,story,han,NN,NNP
will you tell me the story ?,tell,tell,VB,story,me,NN,PRP
did princess leia give them anything ?,give,give,VB,anything,them,NN,PRP
give you computer food ?,give,give,VB,food,you,NN,PRP
give marky a kiss .,give,give,VB,kiss,marky,NN,NNP
show me your scratches .,show,show,VB,scratches,me,NNS,PRP
who gave you that ?,give,gave,VBD,that,you,DT,PRP
what were you gonna tell me ?,tell,tell,VB,me,what,PRP,WP
what does darth vader tell luke ?,tell,tell,VB,luke,what,NNP,WP
i'll give you some paper .,give,give,VB,paper,you,NN,PRP
do you remember what paul calls you ?,call,calls,VBZ,you,what,PRP,WP
would you please give me one quart of milk and one pound of butter ?,give,give,VB,quart,me,NN,PRP
would you give me one half quart of milk ?,give,give,VB,quart,me,NN,PRP
are you giving me one half ?,give,giving,VBG,half,me,NN,PRP
now how can you give me one half ?,give,give,VB,half,me,NN,PRP
can you tell ursula some of the things that you did in nursery school ?,tell,tell,VB,some,ursula,DT,NNP
give her a little push .,give,give,VB,push,her,NN,PRP
well i'm gonna give you another one ?,give,give,VB,one,you,NN,PRP
oh yes now i know what you're telling me ?,tell,telling,VBG,me,what,PRP,WP
i think i'm gonna give you some real nails .,give,give,VB,nails,you,NNS,PRP
give mommy that wood please .,give,give,VB,wood,mommy,NN,NN
why can't you tell me one ?,tell,tell,VB,one,me,NN,PRP
you can tell me part of it too .,tell,tell,VB,part,me,NN,PRP
showed them a picture of princess leia .,show,showed,VBD,picture,them,NN,PRP
i'll tell you the story after the night birds are finished .,tell,tell,VB,story,you,NN,PRP
tell me one thing that you did .,tell,tell,VB,thing,me,NN,PRP
tell me that again .,tell,tell,VB,that,me,DT,PRP
wish i could offer you coffee or something .,offer,offer,VB,coffee,you,NN,PRP
well don't give me too many or i might get sick .,give,give,VB,many,me,JJ,PRP
oh yeah he's already shown me that .,show,shown,VBN,that,me,DT,PRP
oh i know what you could tell amanda .,tell,tell,VB,amanda,what,NNP,WP
show me your feathers peacock ?,show,show,VB,feathers,me,NNS,PRP
why'nt you tell me a story about a dinosaur .,tell,tell,VB,story,me,NN,PRP
why don't you tell me a story about uh an iguanodon named alidar .,tell,tell,VB,story,me,NN,PRP
you could tell me a story about alidar .,tell,tell,VB,story,me,NN,PRP
can you teach mommy how to do what i just showed you ?,show,showed,VBD,you,what,PRP,WP
you're gonna teach her the wrong way and she's not gonna know how .,teach,teach,VB,way,her,NN,PRP
can we give her a little something ?,give,give,VB,something,her,NN,PRP
i wanna ask laura something because i think you know .,ask,ask,VB,something,laura,NN,NNP
maybe she's gonna tell us something .,tell,tell,VB,something,us,NN,PRP
he'll call you a name if you don't give him a pack ?,give,give,VB,pack,him,NN,PRP
what will you tell him ?,tell,tell,VB,him,what,PRP,WP
don't you ever call me that again .,call,call,VB,that,me,DT,PRP
give me the cat .,give,give,VB,cat,me,NN,PRP
who's gonna give me erhm five dollars ?,give,give,VB,dollars,me,NNS,PRP
how much do ask him how much he only has ?,ask,ask,VB,him,much,PRP,JJ
i'll trade you whitey's .,trade,trade,VB,whitey,you,NNP,PRP
just give me the babies .,give,give,VB,babies,me,NNS,PRP
just give me their their blankets and stuff .,give,give,VB,blankets,me,NNS,PRP
give me your baby's hair .,give,give,VB,hair,me,NN,PRP
i'll show you boxes .,show,show,VB,boxes,you,NNS,PRP
he didn't give me anything .,give,give,VB,anything,me,NN,PRP
did you show ursula your car ?,show,show,VB,car,ursula,NN,NNP
you have sunglasses that she gave you .,give,gave,VBD,you,that,PRP,WDT
can you tell us a story about the things you've drawn ?,tell,tell,VB,story,us,NN,PRP
oh that's a little tiny baby did you hear what i asked you .,ask,asked,VBD,you,what,PRP,WP
can you tell daddy the story ?,tell,tell,VB,story,daddy,NN,NN
are you telling us a big story .,tell,telling,VBG,story,us,NN,PRP
i can read you the book now .,read,read,VB,book,you,NN,PRP
okay let me just call her mama back and then i'll read you those .,read,read,VB,those,you,DT,PRP
which one do you want the night of the living bed ?,want,want,VB,night,one,NN,NN
his parents had left him a note .,leave,left,VBN,note,him,NN,PRP
give me a square ?,give,give,VB,square,me,NN,PRP
alright give me a square .,give,give,VB,square,me,NN,PRP
next time we'll take you honey .,take,take,VB,honey,you,NN,PRP
who told you that ?,tell,told,VBD,that,you,DT,PRP
why don't you give me the gum and then sing it .,give,give,VB,gum,me,NN,PRP
give me the blue one .,give,give,VB,one,me,NN,PRP
now give me the blue one .,give,give,VB,one,me,NN,PRP
yeah give me another reason ?,give,give,VB,reason,me,NN,PRP
you give them real reasons for things you don't yell at them .,give,give,VBP,reasons,them,NNS,PRP
so i'll give you a dollar .,give,give,VB,dollar,you,NN,PRP
and can you give me back fifty cents ?,give,give,VB,cents,me,NNS,PRP
do you think you can give me back fifty cents ?,give,give,VB,cents,me,NNS,PRP
but don't give me back the money i'm giving you .,give,give,VB,money,me,NN,PRP
just give me the change .,give,give,VB,change,me,NN,PRP
could you give me some change please ?,give,give,VB,change,me,NN,PRP
can you tell me the story ?,tell,tell,VB,story,me,NN,PRP
you're gonna tell me a story .,tell,tell,VB,story,me,NN,PRP
i brought you a present .,bring,brought,VBD,present,you,NN,PRP
do you remember what you told mommy about this ?,tell,told,VBD,mommy,what,NN,WP
i'll give you some tomorrow morning .,give,give,VB,some,you,DT,PRP
i'll give you the nickel .,give,give,VB,nickel,you,NN,PRP
give me an m .,give,give,VB,m,me,NN,PRP
give me a k .,give,give,VB,k,me,NN,PRP
give me an o .,give,give,VB,o,me,NN,PRP
give me the other hand .,give,give,VB,hand,me,NN,PRP
give me your hand now and roll your sleeve up .,give,give,VB,hand,me,NN,PRP
i'll give you something else .,give,give,VB,something,you,NN,PRP
why are you giving us such nice presents .,give,giving,VBG,presents,us,NNS,PRP
did he show you some of the words .,show,show,VB,some,you,DT,PRP
show me the four fingers .,show,show,VB,fingers,me,NNS,PRP
he really did give you a huge bite .,give,give,VB,bite,you,NN,PRP
oh look what sean gave us .,give,gave,VBD,us,what,PRP,WP
give him humpty dumpty .,give,give,VB,dumpty,him,NNP,PRP
i'll show you clock .,show,show,VB,clock,you,NN,PRP
hand me the scotch tape abe .,hand,hand,VB,tape,me,NN,PRP
can you tell us your um your three teacher's names all of them ?,tell,tell,VB,names,us,NNS,PRP
i know what you can tell us roman remember we went to see spiderman .,tell,tell,VB,us,what,PRP,WP
can you give me some change ?,give,give,VB,change,me,NN,PRP
now you give him it .,give,give,VBP,it,him,PRP,PRP
give me your hand .,give,give,VB,hand,me,NN,PRP
give me a kiss please .,give,give,VB,kiss,me,NN,PRP
we're gonna go can i give you a kiss violet ?,give,give,VB,kiss,you,NN,PRP
later loki used a cup that cole gave him .,give,gave,VBD,him,that,PRP,WDT
loki developed this behavior all on his own says cole but if i hadn't given him the frisbee it wouldn't have never happened .,give,given,VBN,frisbee,him,NN,PRP
well this is showing you these things for sale if you wanna find them in stores .,show,showing,VBG,things,you,NNS,PRP
alright listen i'm just gonna run and get the laundry i'll be right back while you make me a picture for when i come back up .,make,make,VBP,picture,me,NN,PRP
who taught you that ?,teach,taught,VBD,that,you,DT,PRP
who was teaching you that today ?,teach,teaching,VBG,that,you,DT,PRP
should i save her some more of this .,save,save,VB,more,her,JJR,PRP
i'll give you a cup of tea .,give,give,VB,cup,you,NN,PRP
i have the hey i'll give you a couple of the other cookies .,give,give,VB,couple,you,NN,PRP
this faucet isn't giving me any water ?,give,giving,VBG,water,me,NN,PRP
it's not giving me any water ?,give,giving,VBG,water,me,NN,PRP
do you wanna give me those magazines so you can sit on the rocking chair ?,give,give,VB,magazines,me,NNS,PRP
give me the ones on the floor there ?,give,give,VB,ones,me,NNS,PRP
can you give me that piece of paper too ?,give,give,VB,piece,me,NN,PRP
oh thank you for bringing me my cat ?,bring,bringing,VBG,cat,me,NN,PRP
mm maybe we should offer those workers a cup of of coffee or tea so they can have their break .,offer,offer,VB,cup,workers,NN,NNS
let me ask you a question .,ask,ask,VB,question,you,NN,PRP
give me some names .,give,give,VB,names,me,NNS,PRP
let me ask you another question .,ask,ask,VB,question,you,NN,PRP
we're giving him a little visit isn't that right ?,give,giving,VBG,visit,him,NN,PRP
she won't tell you a thing .,tell,tell,VB,thing,you,NN,PRP
she won't tell me one thing she does .,tell,tell,VB,thing,me,NN,PRP
read me a story out of a funny book .,read,read,VB,story,me,NN,PRP
let's dad give it a try and the we'll see if you can do it okay .,give,give,VB,try,it,NN,PRP
see you didn't use all the tools that they gave us ?,give,gave,VBD,us,that,PRP,WDT
and the i'll give you the money when i buy the groceries ?,give,give,VB,money,you,NN,PRP
now you gonna give me some money so we can buy all these groceries .,give,give,VB,money,me,NN,PRP
i brought you a present for today's visit ?,bring,brought,VBD,present,you,NN,PRP
it gave us a hint .,give,gave,VBD,hint,us,NN,PRP
you're gonna sell me some .,sell,sell,VB,some,me,DT,PRP
if you're gonna sell me some tea you've gotta find the tea .,sell,sell,VB,tea,me,NN,PRP
you can serve me something .,serve,serve,VB,something,me,NN,PRP
are you gonna make me coffee ?,make,make,VB,coffee,me,NN,PRP
are you gonna give me money back ?,give,give,VB,money,me,NN,PRP
i'll give you a dollar .,give,give,VB,dollar,you,NN,PRP
then i give you money .,give,give,VBP,money,you,NN,PRP
and y you give me money back .,give,give,VBP,money,me,NN,PRP
what did you give me back ?,give,give,VB,me,what,PRP,WP
now i can pay you ten cents ?,pay,pay,VB,cents,you,NNS,PRP
if i give you a quarter that's twenty five cents .,give,give,VBP,quarter,you,NN,PRP
now you give me back some .,give,give,VBP,some,me,DT,PRP
then i'll read you that book .,read,read,VB,book,you,NN,PRP
who told you that ?,tell,told,VBD,that,you,DT,PRP
when i read you a story ?,read,read,VBD,story,you,NN,PRP
is that what you're telling me ?,tell,telling,VBG,me,what,PRP,WP
i'm gonna ask you some questions .,ask,ask,VB,questions,you,NNS,PRP
and sandy's gonna come in and ask izzy some questions and play some games .,ask,ask,VB,questions,izzy,NNS,NNP
now what were you asking me ?,ask,asking,VBG,me,what,PRP,WP
well tell me something interesting about you .,tell,tell,VB,something,me,NN,PRP
what are you asking me ?,ask,asking,VBG,me,what,PRP,WP
ask wilbur if he will give you an ice cream cone .,give,give,VB,cone,you,NN,PRP
i would give you an ice cream cone .,give,give,VB,cone,you,NN,PRP
ask wilbur if he can give you an ice cream cone ?,give,give,VB,cone,you,NN,PRP
i will give you an ice cream cone ?,give,give,VB,cone,you,NN,PRP
yes i can give you an ice cream cone .,give,give,VB,cone,you,NN,PRP
can you tell wilbur that ?,tell,tell,VB,that,wilbur,DT,NNP
this is his house but could you ask your mother one more question ?,ask,ask,VB,question,mother,NN,NN
laura would you sing it your favorite song ?,sing,sing,VB,song,it,NN,PRP
yeah your daddy taught you that .,teach,taught,VBD,that,you,DT,PRP
lie down and tell me the story about what we we did tonight .,tell,tell,VB,story,me,NN,PRP
tell me a little about that .,tell,tell,VB,little,me,JJ,PRP
and what else did we leave him ?,leave,leave,VB,him,what,PRP,WP
did he eat the cookies that you left him .,leave,left,VBD,him,that,PRP,WDT
i don't think they give him a name ?,give,give,VBP,name,him,NN,PRP
remember i'll give you a hint and then you can tell ryan what game it was .,give,give,VB,hint,you,NN,PRP
what does she tell them ?,tell,tell,VB,them,what,PRP,WP
so what happens when she tells here secret .,tell,tells,VBZ,secret,here,NN,PRP
well why does he give her back here powers ?,give,give,VB,powers,her,NNS,PRP
well there's one thing that we could show ryan that you did get from grandma sharon and grandpa dale .,show,show,VB,ryan,that,NNP,WDT
let's stop throwing them adam .,throw,throwing,VBG,adam,them,NNP,PRP
well why did you give him the broken doll ?,give,give,VB,doll,him,NN,PRP
i'm gonna i am gonna make you a new room this week .,make,make,VB,room,you,NN,PRP
you gave the dog the rest of your sandwich .,give,gave,VBD,rest,dog,NN,NN
she'd never give him the baloney the baloney .,give,give,VB,baloney,him,NN,PRP
oh she gives the doll a bath .,give,gives,VBZ,bath,doll,NN,NN
you're supposed to comb her hair you know if you give her a bath so her hair won't be all over the place .,give,give,VBP,bath,her,NN,PRP
she took em off when she gave the doll a bath the other day .,give,gave,VBD,bath,doll,NN,NN
who gave you baby bright ?,give,gave,VBD,bright,you,NNP,PRP
yeah you were showing me that .,show,showing,VBG,that,me,DT,PRP
you can show him that ?,show,show,VB,that,him,DT,PRP
