sentence,lemma,verb,verb_pos,theme,recipient,theme_pos,recipient_pos
can i read it to you .,read,read,VB,it,you,PRP,PRP
do you wanna read a book to me ?,read,read,VB,book,me,NN,PRP
read it to me .,read,read,VB,it,me,PRP,PRP
okay you read it to mommy .,read,read,VBD,it,mommy,PRP,NN
okay you read this one to me ?,read,read,VBD,one,me,NN,PRP
see daddy's reading a story to the bunny before he goes to sleep ?,read,reading,VBG,story,bunny,NN,NN
do you want me to read it to you ?,read,read,VB,it,you,PRP,PRP
do you want me to read it to you ?,read,read,VB,it,you,PRP,PRP
what book do you want me to read to you ?,read,read,VB,book,you,NN,PRP
if you take a mouse to the movies ?,take,take,VBP,mouse,movies,NN,NNS
he'll want you to take him to the movies .,take,take,VB,him,movies,PRP,NNS
well you can read this one to me .,read,read,VB,one,me,NN,PRP
because i brought an extra hat to nola's .,bring,brought,VBD,hat,nola,NN,NNP
oh why don't you take him to the park ?,take,take,VB,him,park,PRP,NN
nonno sent this to you .,send,sent,VBD,this,you,DT,PRP
why don't you take her to the store .,take,take,VB,her,store,PRP,NN
did you bring it yourself or did someone give it to you .,give,give,VB,it,you,PRP,PRP
nonno sent her to you .,send,sent,VBD,her,you,PRP,PRP
what she say to the cricket ?,say,say,VBP,what,cricket,WP,NN
like to take her to santa barbara .,take,take,VB,her,barbara,PRP,NNP
can you give it to me please ?,give,give,VB,it,me,PRP,PRP
they took a bus to the hardware store .,take,took,VBD,bus,store,NN,NN
this guy is going to take the cowboy to the nice village .,take,take,VB,cowboy,village,NN,NN
but i'll roll it to you right over there .,roll,roll,VB,it,you,PRP,PRP
maybe you could mail that to daddy .,mail,mail,VB,that,daddy,DT,NNP
why don't you just give it to him ?,give,give,VB,it,him,PRP,PRP
wow you almost made it to the moon ?,make,made,VBD,it,moon,PRP,NN
yaya and grandpa just gave this to you for christmas so this we'll keep okay ?,give,gave,VBD,this,you,DT,PRP
what else did millisandy say to you ?,say,say,VB,what,you,WP,PRP
maybe we can get daddy to take us out to supper .,take,take,VB,us,supper,PRP,NN
could you come and bounce the ball to me ?,bounce,bounce,VB,ball,me,NN,PRP
are you gonna take your dollies to nola's house ?,take,take,VB,dollies,house,NNS,NN
shall we take them to the pancake house .,take,take,VB,them,house,PRP,NN
shall i go get a plate so you you bring the dollies to the table and you can give them some food at restaurant .,bring,bring,VBP,dollies,table,NNS,NN
and you're taking them to the restaurant ?,take,taking,VBG,them,restaurant,PRP,NN
can you tell it to me ?,tell,tell,VB,it,me,PRP,PRP
virginia told me that she read this to you yesterday .,read,read,VBD,this,you,DT,PRP
well maybe if i take you to the golden gate park you can just wear your clothes and not get wet ?,take,take,VBP,you,park,PRP,NNP
is that what she says to the tiger ?,say,says,VBZ,what,tiger,WP,NN
he's taking her to the hospital because she has appendicitis .,take,taking,VBG,her,hospital,PRP,NN
did he give it to you .,give,give,VB,it,you,PRP,PRP
okay nice throw do want me to throw it to you .,throw,throw,VB,it,you,PRP,PRP
whoa i thought you were throwing that to mom ?,throw,throwing,VBG,that,mom,DT,NN
so you're gonna give these to the trick or treaters too .,give,give,VB,these,trick,DT,NN
okay but i'm going to give that to my little brother .,give,give,VB,that,brother,DT,NN
but daddy you said i could give my bottle to my little brother if i loved him .,give,give,VB,bottle,brother,NN,NN
if i love my little brother then i get to give it to him .,give,give,VB,it,him,PRP,PRP
sure i'll give it back to you .,give,give,VB,it,you,PRP,PRP
but they gave you this just for fun because you're not going to go to preschool tomorrow right .,give,gave,VBD,this,fun,DT,NN
they had to bring the little boy to the hospital because he got hurt ?,bring,bring,VB,boy,hospital,NN,NN
and brought them along to the hospital ?,bring,brought,VBD,them,hospital,PRP,NN
you're selling this to me ?,sell,selling,VBG,this,me,DT,PRP
does he bring any gum to school ?,bring,bring,VB,gum,school,NN,NN
i would take myself to kawaii like you guys went .,take,take,VB,myself,kawaii,PRP,NNP
and who gives the best banking to the family .,give,gives,VBZ,banking,family,NN,NN
i'll send them to you and you put them where they belong .,send,send,VB,them,you,PRP,PRP
if you can't find it then you have to give it to me .,give,give,VB,it,me,PRP,PRP
what are they saying to each other ?,say,saying,VBG,what,other,WP,JJ
no we took paul to the doctor yesterday didn't we ?,take,took,VBD,paul,doctor,NNP,NN
just hand it to you .,hand,hand,VB,it,you,PRP,PRP
here i'll throw it to you .,throw,throw,VB,it,you,PRP,PRP
give some grass to the cow .,give,give,VB,grass,cow,NN,NN
okay give it to me .,give,give,VB,it,me,PRP,PRP
i'm gonna take them to the zoo there where they belong ?,take,take,VB,them,zoo,PRP,NN
nonna just sent it to you in the mail .,send,sent,VBD,it,you,PRP,PRP
who's he giving the milk to ?,give,giving,VBG,who,milk,WP,NN
he's giving milk to the kittie cat ?,give,giving,VBG,milk,cat,NN,NN
squishy shark maybe wanna show your squishy shark to amanda it's on the table .,show,show,VB,shark,amanda,NN,NNP
did you say something to mommy that wasn't so nice ?,say,say,VB,something,mommy,NN,NN
what did you say to mommy ?,say,say,VB,what,mommy,WP,NN
and you said you would never say that to me again right .,say,say,VB,that,me,DT,PRP
so you have to give this to ryan so that he can pay .,give,give,VB,this,ryan,DT,NNP
well i'm asking you to naima .,ask,asking,VBG,you,naima,PRP,NNP
i think that's gonna make the difference of whether she actually makes it to the swim class .,make,makes,VBZ,it,class,PRP,NN
is that what you say to a nursie .,say,say,VBP,what,nursie,WP,NN
show them to her ?,show,show,VB,them,her,PRP,PRP
and i'll send it to him .,send,send,VB,it,him,PRP,PRP
find the stickers read the message to you from the wiggles .,read,read,VB,message,you,NN,PRP
you give it to me .,give,give,VBP,it,me,PRP,PRP
yeah go show him yeah go show it to him .,show,show,VB,it,him,PRP,PRP
what did the mommy say to the little girl ?,say,say,VB,what,girl,WP,NN
we'll teach it to you okay ?,teach,teach,VB,it,you,PRP,PRP
now if the daddy has lots of money does he take the boy to burger king ?,take,take,VB,lots,money,NNS,NN
but he could also take his boy to burger king if he wants to .,take,take,VB,boy,king,NN,NNP
in the next few minutes or i'm gonna give it to you .,give,give,VB,it,you,PRP,PRP
take them to the ?,take,take,VB,them,the,PRP,DT
what's that mommy saying to all these kids ?,say,saying,VBG,what,kids,WP,NNS
what does she say to her little girl ?,say,say,VB,what,girl,WP,NN
can you describe the snow man to me ?,describe,describe,VB,man,me,NN,PRP
will you show it to your mother ?,show,show,VB,it,mother,PRP,NN
and gave it to bobo to eat .,give,gave,VBD,it,bobo,PRP,NNP
because you're gonna give that to tommy ?,give,give,VB,that,tommy,DT,NNP
you're gonna give that to tommy and let me put it back in the box .,give,give,VB,that,tommy,DT,NNP
you can't give it to him .,give,give,VB,it,him,PRP,PRP
you have to give it to him for christmas .,give,give,VB,it,him,PRP,PRP
give it to me and i'll put it back in the box and we'll wrap it up for nice .,give,give,VB,it,me,PRP,PRP
sarah pay attention now to gloria .,pay,pay,VB,attention,gloria,NN,NNP
what's the mom say to the little girl ?,say,say,VB,what,girl,WP,NN
besides i can't send you to preschool if we're gonna go to pittsburgh .,send,send,VB,you,preschool,PRP,NN
is mommy going to take ross to preschool .,take,take,VB,ross,preschool,NNP,NN
mommy has to take you to work ?,take,take,VB,you,work,PRP,NN
you give this one to mark .,give,give,VBP,one,mark,NN,NNP
no mommy's going to give it to you now .,give,give,VB,it,you,PRP,PRP
what do you say to mommy when she does it right ?,say,say,VB,what,mommy,WP,NN
i'll push these down to you .,push,push,VB,these,you,DT,PRP
nathaniel's gonna read it to me .,read,read,VB,it,me,PRP,PRP
i will show them to you ?,show,show,VB,them,you,PRP,PRP
mr and mrs mouse took their kids to the zoo .,take,took,VBD,kids,zoo,NNS,NN
why don't you read this to me .,read,read,VB,this,me,DT,PRP
brings gas to service stations .,bring,brings,VBZ,gas,stations,NN,NNS
she gave some to each of them .,give,gave,VBD,some,each,DT,DT
don't call him a dum dum to his face please .,call,call,VB,him,face,PRP,NN
mr and mrs mouse took their children to the zoo .,take,took,VBD,children,zoo,NNS,NN
i'll show it to you in a little while !,show,show,VB,it,you,PRP,PRP
mister and missus mouse took their children to the zoo !,take,took,VBD,children,zoo,NNS,NN
no then the this guy is gonna drive his truck with the dump trailer over to the dump .,drive,drive,VB,truck,trailer,NN,NN
what's her mommy say to her ?,say,say,VB,what,her,WP,PRP
what does mommy say to the little children when they're on the merry go round ?,say,say,VB,what,children,WP,NNS
talk to me and explain it to me what i should do .,explain,explain,VB,it,me,PRP,PRP
get get the new book and tell it to bugs .,tell,tell,VB,it,bugs,PRP,NNS
read it to bugs ?,read,read,VB,it,bugs,PRP,NNS
sarah will you read it to me .,read,read,VB,it,me,PRP,PRP
you have to write it down so i can give it to him you know .,give,give,VB,it,him,PRP,PRP
or do you want an apartment all to yourself .,want,want,VB,apartment,yourself,NN,PRP
pa pig brought a bouquet of flowers home to ma pig .,bring,brought,VBD,bouquet,flowers,NN,NNS
i'll be right back to read it to you .,read,read,VB,it,you,PRP,PRP
can you show it to me ?,show,show,VB,it,me,PRP,PRP
it carries cars from one place to another .,carry,carries,VBZ,cars,place,NNS,NN
did he give it to you in your arm ?,give,give,VB,it,you,PRP,PRP
what's he saying to you ?,say,saying,VBG,what,you,WP,PRP
no just throw it to daddy like a ooh alright you ready wanna try and catch ?,throw,throw,VB,it,daddy,PRP,NN
try it again throw it to daddy so i can catch it .,throw,throw,VB,it,daddy,PRP,NN
nomi which one do you want to give to jennifer .,give,give,VB,one,jennifer,NN,NNP
which color do you want to give to her .,give,give,VB,color,her,NN,PRP
okay give the other one back to jennifer .,give,give,VB,one,jennifer,NN,NNP
you should tell that to jennifer ?,tell,tell,VB,that,jennifer,DT,NNP
you tell that to jennifer ?,tell,tell,VBP,that,jennifer,DT,NNP
nomi would you pick that end of that thing up and give it to me here because that has a screw sticking up and you could hurt your foot on it .,give,give,VB,it,me,PRP,PRP
bert will you take me to the doctor ?,take,take,VB,me,doctor,PRP,NN
we still haven't made it to the lip doctor have we .,make,made,VBN,it,doctor,PRP,NN
if you want to you can read that to daddy .,read,read,VB,that,daddy,DT,NN
give it to mom ?,give,give,VB,it,mom,PRP,NN
pa pig brought a bouquet of flowers home to ma pig .,bring,brought,VBD,bouquet,flowers,NN,NNS
you feed bread to animals ?,feed,feed,VBP,bread,animals,NN,NNS
you gave it to me .,give,gave,VBD,it,me,PRP,PRP
three good wishes three good kisses i will give to thee .,give,give,VB,wishes,thee,NNS,PRP
give this to kent ?,give,give,VB,this,kent,DT,NNP
i have ta give two to auntie .,give,give,VB,two,auntie,CD,NN
thought you gave this to me .,give,gave,VBD,this,me,DT,PRP
what is she gonna say to you ?,say,say,VB,what,you,WP,PRP
what is she gonna say to you ?,say,say,VB,what,you,WP,PRP
what's this little boy gonna say to the car ?,say,say,VB,what,car,WP,NN
and why did they give it to you ?,give,give,VB,it,you,PRP,PRP
and why did they give it to you .,give,give,VB,it,you,PRP,PRP
who gave it to you ?,give,gave,VBD,it,you,PRP,PRP
and he gave them to you .,give,gave,VBD,them,you,PRP,PRP
he threw it over the fence to you .,throw,threw,VBD,it,fence,PRP,NN
he gave it to you .,give,gave,VBD,it,you,PRP,PRP
and um he said he threw it over the fence to the children so they could play with it .,throw,threw,VBD,it,fence,PRP,NN
i've been good to you boys and took you to the swing park .,take,took,VBD,you,park,PRP,NN
what's the mommy going to say to all these kids ?,say,say,VB,what,kids,WP,NNS
i have to give this to tony .,give,give,VB,this,tony,DT,NNP
and then they sold him to luke skywalker ?,sell,sold,VBD,him,skywalker,PRP,NNP
right do you remember what you said to that boy who carried our bag out ?,say,said,VBD,what,boy,WP,NN
can you tell her about your visit to the dentist ?,tell,tell,VB,her,visit,PRP,NN
what did the dentist say to you ?,say,say,VB,what,you,WP,PRP
well give it to her .,give,give,VB,it,her,PRP,PRP
did you tell her about your visit to the pet shop ?,tell,tell,VB,her,visit,PRP,NN
you didn't show it to him .,show,show,VB,it,him,PRP,PRP
you eat all your cereal before we give it to him .,give,give,VBP,it,him,PRP,PRP
least i could send you to the store .,send,send,VB,you,store,PRP,NN
you give it to kent .,give,give,VBP,it,kent,PRP,NNP
he can give it to gloria .,give,give,VB,it,gloria,PRP,NNP
could you bring the other one to me ?,bring,bring,VB,one,me,NN,PRP
say merry christmas to professor brown ?,say,say,VB,christmas,brown,NNP,NNP
say merry christmas to courtney .,say,say,VB,christmas,courtney,NNP,NNP
did you say merry christmas to santa ?,say,say,VB,christmas,santa,NNP,NNP
what does the daddy say to all the children ?,say,say,VB,what,children,WP,NNS
what does he say to everyone ?,say,say,VB,what,everyone,WP,NN
can you show it to me ?,show,show,VB,it,me,PRP,PRP
why don't i tell you to say some things to your baby okay ?,say,say,VB,things,baby,NNS,NN
nomi say it say it to the baby honey .,say,say,VB,it,baby,PRP,NN
what else do we say to jonathan ?,say,say,VB,what,jonathan,WP,NNP
well take it over and show it to him .,show,show,VB,it,him,PRP,PRP
yeah you can take it out and show it to him .,show,show,VB,it,him,PRP,PRP
alright give it to me and we'll put .,give,give,VB,it,me,PRP,PRP
show that to kent .,show,show,VB,that,kent,DT,NNP
and give it to donna ?,give,give,VB,it,donna,PRP,NNP
what do you say to chrissy and eddie when you see them ?,say,say,VB,what,chrissy,WP,NNP
what do you say to them ?,say,say,VB,what,them,WP,PRP
they made it over to the other side .,make,made,VBD,it,side,PRP,NN
santa claus gave it to you .,give,gave,VBD,it,you,PRP,PRP
i was actually though gonna send this picture to grandma .,send,send,VB,picture,grandma,NN,NN
but later at another time i'll probably bring it to work and copy it so that grandma can see it .,bring,bring,VB,time,it,NN,PRP
but what if i get another one and you can have one and then i can also send one to grandma ?,send,send,VB,one,grandma,CD,NN
why should we give it to a baby ?,give,give,VB,it,baby,PRP,NN
do you wanna play with cars on it now though before we give it to a baby ?,give,give,VBP,it,baby,PRP,NN
what do you say to your children when they go on the ride ?,say,say,VB,what,children,WP,NNS
throw that to me please .,throw,throw,VB,that,me,DT,PRP
and bat them to me and i'll catch them ?,bat,bat,VB,them,me,PRP,PRP
alright throw it to me nice .,throw,throw,VB,it,me,PRP,PRP
but leave it to you to change it ?,leave,leave,VB,it,you,PRP,PRP
carry it to me .,carry,carry,VB,it,me,PRP,PRP
alright go over there and i'll bring it to you .,bring,bring,VB,it,you,PRP,PRP
bring it to me .,bring,bring,VB,it,me,PRP,PRP
no daddy kick it to you .,kick,kick,VB,it,you,PRP,PRP
go give it to mommy ?,give,give,VB,it,mommy,PRP,NN
were you outside and just a little came out before you could make it to the bathroom ?,make,make,VB,it,bathroom,PRP,NN
if if you don't know how to play with them right we take them away and give them to some other little girl who does .,give,give,VBP,them,girl,PRP,NN
we took the pocketbook to somebody's house and we lost it .,take,took,VBD,pocketbook,house,NN,NN
what does he say to his mommy ?,say,say,VB,what,mommy,WP,NN
what's the mommy say to the kids on the merry go round when they ride crazy like that ?,say,say,VB,what,kids,WP,NNS
i'm gonna give it to you now .,give,give,VB,it,you,PRP,PRP
are you gonna take me to a hospital ?,take,take,VB,me,hospital,PRP,NN
i've already explained it to you .,explain,explained,VBN,it,you,PRP,PRP
i'll have to read it to you sometime .,read,read,VB,it,you,PRP,PRP
i showed it to you outside .,show,showed,VBD,it,you,PRP,PRP
you dropped them all to marky .,drop,dropped,VBD,them,marky,PRP,NNP
and the great pumpkin gave all of that to us .,give,gave,VBD,all,that,DT,DT
when you were a little tiny lil tiny teeny tiny girl you used to read that book all the time and you could read that book to me ?,read,read,VB,book,me,NN,PRP
well but you memorized the whole book because i used to read it to you all the time and you would every time i would turn the page you would read the book .,read,read,VB,it,you,PRP,PRP
what does he say to his mom ?,say,say,VB,what,mom,WP,NN
aha should we take you to the doctor's .,take,take,VB,you,doctor,PRP,NN
we'll give it to tippy to drink .,give,give,VB,it,tippy,PRP,NNP
i just didn't get a chance to give it to you .,give,give,VB,it,you,PRP,PRP
give him to me .,give,give,VB,him,me,PRP,PRP
give this to me .,give,give,VB,this,me,DT,PRP
give her to me ?,give,give,VB,her,me,PRP,PRP
give it give those to me .,give,give,VB,those,me,DT,PRP
give them to mandy .,give,give,VB,them,mandy,PRP,NNP
can i say hello to her .,say,say,VB,hello,her,UH,PRP
if she is getting in to trouble and melinda's starting to cry andrew will take care of it .,take,take,VB,trouble,care,NN,NN
i'm giving these to paul .,give,giving,VBG,these,paul,DT,NNP
yeah i'll show it to you .,show,show,VB,it,you,PRP,PRP
the easter bunny said moo brings colored eggs to children .,bring,brings,VBZ,eggs,children,NNS,NNS
can you tell it to me now ?,tell,tell,VB,it,me,PRP,PRP
did you want me to take her to the bath room ?,take,take,VB,her,room,PRP,NN
i need to take it to work .,take,take,VB,it,work,PRP,NN
generous people give two to to another boy .,give,give,VBP,two,boy,CD,NN
give two cars to another boy .,give,give,VB,cars,boy,NNS,NN
tell that to her too .,tell,tell,VB,that,her,DT,PRP
can you show it to me ?,show,show,VB,it,me,PRP,PRP
you're gonna bring a present to dottie .,bring,bring,VB,present,dottie,NN,NNP
someone borrowed a pen of mine and never gave it back to me .,give,gave,VBD,it,me,PRP,PRP
carry shaun to the car .,carry,carry,VB,shaun,car,NNP,NN
i gave her to you .,give,gave,VBD,her,you,PRP,PRP
each cat grabs a popsicle while the others drag their treats to shore ?,drag,drag,VBP,treats,shore,NNS,NN
i'll read this to you later okay .,read,read,VB,this,you,DT,PRP
crows like their food moistened so the brainy bird used the frisbee to scoop water out of his bath pan and carry it to his food bowl where he poured it onto his chow .,carry,carry,VB,it,bowl,PRP,NN
hospitals can be scary so the shetland pony miniature horse mix brings fun and comfort to sick kids .,bring,brings,VBZ,fun,kids,NN,NNS
you know what the man said to me .,say,said,VBD,what,me,WP,PRP
why don't you bring it over here to the table ?,bring,bring,VB,it,table,PRP,NN
mm oil spills happen when big big big boats like this that are carrying crude it's called crude oil from one country to another have an accident of some kind and they spill their oil into the ocean .,carry,carrying,VBG,crude,country,NN,NN
oh there's a child who wrote a letter to someone in the government .,write,wrote,VBD,letter,someone,NN,NN
give it to me .,give,give,VB,it,me,PRP,PRP
he's about to give it back to them .,give,give,VB,it,them,PRP,PRP
well read it to me ?,read,read,VB,it,me,PRP,PRP
oh good so you're gonna show them to him and also tell him about them great ?,show,show,VB,them,him,PRP,PRP
because they make dolls in italy too and then they ship them to the united states .,make,make,VBP,dolls,italy,NNS,NNP
probably why did she take my toys to that little adam to get broken ?,take,take,VB,toys,adam,NNS,NNP
you're going to take the broken doll to the shop on the airplane .,take,take,VB,doll,shop,NN,NN
what does the mommy say to the little girl ?,say,say,VB,what,girl,WP,NN
what does johnny say to christopher ?,say,say,VB,what,christopher,WP,NNP
tell dad about our trip to the co op .,tell,tell,VB,dad,trip,NN,NN
i think esther gave it to you .,give,gave,VBD,it,you,PRP,PRP
georgie took you to the horsie .,take,took,VBD,you,horsie,PRP,NN
well take it over to him .,take,take,VB,it,him,PRP,PRP
okay you giving that to me .,give,giving,VBG,that,me,DT,PRP
yeah on here for my friend shannon and i'm gonna mail it to her for her birthday ?,mail,mail,VB,friend,it,NN,PRP
okay can i write happy birthday to shannon on here ?,write,write,VB,birthday,shannon,NN,NNP
maybe we should make one of these guys and mail it to grandma and grandpa ?,mail,mail,VB,it,grandma,PRP,NN
and mail it to somebody .,mail,mail,VB,it,somebody,PRP,NN
mail this to her for her birthday .,mail,mail,VB,this,her,DT,PRP
we'll give it to grace .,give,give,VB,it,grace,PRP,NN
and we already wrote happy birthday to grace on the bird cape .,write,wrote,VBD,birthday,grace,NN,NN
just show it to kent !,show,show,VB,it,kent,PRP,NNP
you going take robin to school with you ?,take,take,VB,robin,school,NNP,NN
no maybe later when we go to target you can bring a little snack with you ?,bring,bring,VB,target,snack,NN,NN
i'm gonna hand this to you okay ?,hand,hand,VB,this,you,DT,PRP
oh you already showed it to him .,show,showed,VBD,it,him,PRP,PRP
oh allison gave it to us actually angie did .,give,gave,VBD,it,us,PRP,PRP
oh well then i can really take susan to nursery school tomorrow .,take,take,VB,susan,school,NNP,NN
did you describe anything to me about norstrom ?,describe,describe,VB,anything,me,NN,PRP
oh should find that and show it to daddy .,show,show,VB,it,daddy,PRP,NN
we'll go to the lyon's and then when we leave the lyon's we'll take what's left and take it to the connor's .,take,take,VB,it,connor,PRP,NNPS
whoever read that story to you ?,read,read,VBD,story,you,NN,PRP
you can just read it to yourself .,read,read,VB,it,yourself,PRP,PRP
why did you push that chair over to the dresser ?,push,push,VB,chair,dresser,NN,NN
okay but what do i say in english to them ?,say,say,VB,what,english,WP,NNP
said something to him in dutch .,say,said,VBD,something,him,NN,PRP
then we take the plane all the way over the atlantic over the big ocean to new york .,take,take,VBP,plane,atlantic,NN,NNP
maybe you should go show it to mommy first .,show,show,VB,it,mommy,PRP,NN
sarah give that to kent .,give,give,VBP,that,kent,DT,NNP
give it to kent honey .,give,give,VB,it,honey,PRP,NNP
do you wanna give it to big bird ?,give,give,VB,it,bird,PRP,NNP
we may need to take him to the hospital to make sure he's okay .,take,take,VB,him,hospital,PRP,NN
we better bring him to the hospital .,bring,bring,VBP,him,hospital,PRP,NN
will you take me to the fair next week ?,take,take,VB,me,fair,PRP,NN
so what happened to that guy did we bring it inside the house ?,bring,bring,VB,guy,it,NN,PRP
they took each other to the barn ?,take,took,VBD,other,barn,JJ,NN
so what would they say to each other ?,say,say,VB,what,other,WP,JJ
i'll show it to you .,show,show,VB,it,you,PRP,PRP
you're taking yourself to the hospital ?,take,taking,VBG,yourself,hospital,PRP,NN
give me that to me and i'll look at this book while you're reading it to me .,give,give,VB,that,me,DT,PRP
are you gonna give some to elephant ?,give,give,VB,some,elephant,DT,NNP
i got some you wanna help me give it to the robot ?,give,give,VB,it,robot,PRP,NN
did you introduce your new belle to all your other barbies .,introduce,introduce,VB,belle,barbies,NN,NNS
who read that one to you ?,read,read,VBD,one,you,NN,PRP
he was her favorite toy and she took him to bed every night .,take,took,VBD,him,bed,PRP,NN
everybody cheered and clapped when big ted carried peter safely to the ground ?,carry,carried,VBD,peter,ground,NNP,NN
digging too yep so because the king told them to the people of feria went to work at first they didn't even know what to do .,tell,told,VBD,them,people,PRP,NNS
oh well when we left north dakota we gave it to a baby ?,give,gave,VBD,dakota,it,NNP,PRP
if he can't make them better then he takes them to a doctor who works on animals who's called a .,take,takes,VBZ,them,doctor,PRP,NN
cinderella bringing the pumpkin to the godmother .,bring,bringing,VBG,pumpkin,godmother,NN,NN
that's a little boy taking the cow to market .,take,taking,VBG,cow,market,NN,NN
she was going to give em to all the kids you know for easter .,give,give,VB,em,kids,PRP,NNS
tell kent about the big restaurant we went to .,tell,tell,VB,kent,restaurant,NNP,NN
shall i read it to you what it really says ?,read,read,VB,it,you,PRP,PRP
show it to kent .,show,show,VB,it,kent,PRP,NNP
what would we have done if we wouldn't have taken any candy to the drivein last night ?,take,taken,VBN,candy,drivein,NN,NN
i was giving it to you .,give,giving,VBG,it,you,PRP,PRP
can you show me the girl shows the dog to the cat ?,show,shows,VBZ,dog,cat,NN,NN
the girl shows the dog to the cat it always takes me a minute to work it out .,show,shows,VBZ,dog,cat,NN,NN
can you show me the girl showing the kittie to the doggie ?,show,showing,VBG,kittie,doggie,NN,NN
the girl is showing the kittie to the doggie .,show,showing,VBG,kittie,doggie,NN,NN
can you show me the boy who's showing the bird to the fish ?,show,showing,VBG,bird,fish,NN,NN
will you show me the boy is showing the fish to the bird ?,show,showing,VBG,fish,bird,NN,NN
hey roman who gave this to you .,give,gave,VBD,this,you,DT,PRP
what would you have said to me and mom ?,say,said,VBN,what,me,WP,PRP
you would have had to take them to the hospital ?,take,take,VB,them,hospital,PRP,NN
the lady gave them to me for you to eat .,give,gave,VBD,them,me,PRP,PRP
the sound of a bell brought their gaze to the rooftops of the village below ?,bring,brought,VBD,bell,gaze,NN,NN
the sound of a bell brought their gaze to the rooftops of a village below ?,bring,brought,VBD,bell,gaze,NN,NN
i thought you wanted to give it to me .,give,give,VB,it,me,PRP,PRP
the sound of a bell brought their gaze to the rooftops of a village below .,bring,brought,VBD,bell,gaze,NN,NN
i dove underwater to rescue him and i was able to pull him to shore .,pull,pull,VB,him,shore,PRP,NN
that's fine you can either give it to me if i see you or you can just put it in the fundraising box .,give,give,VB,it,me,PRP,PRP
his servant showed me to my room and i put on a pink gown .,show,showed,VBD,me,room,PRP,NN
ursula took me to my father and showed him the contract .,take,took,VBD,me,father,PRP,NN
okay sweetie give it to me .,give,give,VB,it,me,PRP,PRP
and we have to give your backpack to jenny .,give,give,VB,backpack,jenny,NN,NNP
should we bring it to new york with us ?,bring,bring,VB,it,york,PRP,NNP
you're gonna give some tea to your baby .,give,give,VB,tea,baby,NN,NN
he hadn't passed the moon on the way and he wondered what happened to it it wasn't anywhere around .,pass,passed,VBN,moon,way,NN,NN
lily scowled she wanted laney to pay attention to her .,pay,pay,VB,attention,her,NN,PRP
she said that to you .,say,said,VBD,that,you,DT,PRP
can i whisper it to you .,whisper,whisper,VB,it,you,PRP,PRP
do you want me to give it to you ?,give,give,VB,it,you,PRP,PRP
yeah big stores you don't say hello but small stores you might say hello to the store owner .,say,say,VB,hello,owner,UH,NN
put it on the counter please hand it up to the .,hand,hand,VB,it,counter,PRP,NN
we'll have to give it back to you .,give,give,VB,it,you,PRP,PRP
should i bring him over to you ?,bring,bring,VB,him,you,PRP,PRP
do you want to tell ursula about the museum you went to the other day ?,tell,tell,VB,ursula,museum,NNP,NN
she gave hers to you .,give,gave,VBD,hers,you,PRP,PRP
just now i just did when i grabbed when you gave it to me .,give,gave,VBD,it,me,PRP,PRP
what would you say to my fellow workers ?,say,say,VB,what,workers,WP,NNS
we would give it to her right side up and she would say no it's upside down and she would turn it over .,give,give,VB,it,her,PRP,PRP
okay i'm gonna leave you two to your devices .,leave,leave,VB,you,devices,PRP,NNS
i just gave a bunch of magazines to my friend who showed up this morning .,give,gave,VBD,bunch,magazines,NN,NNS
i'm gonna hand that to you so we don't lose it .,hand,hand,VB,that,you,DT,PRP
gives a whole new meaning to bipolar .,give,gives,VBZ,meaning,bipolar,NN,JJ
what's it say can you read it to me ?,read,read,VB,it,me,PRP,PRP
we are going to give a gift to the classroom we have to be something it has to be something that kids can play with in the classroom and something that we can find in our own home .,give,give,VB,gift,classroom,NN,NN
give that to your school .,give,give,VB,that,school,DT,NN
maybe if we look for it and we can find it we can bring that to the house corner !,bring,bring,VB,it,it,PRP,PRP
should i bring it to auntie .,bring,bring,VB,it,auntie,PRP,NN
are you showing it to them ?,show,showing,VBG,it,them,PRP,PRP
i don't think you could take it to the beach no .,take,take,VB,it,beach,PRP,NN
and what did the king say to them ?,say,say,VB,what,them,WP,PRP
you going to give the book to arthur ?,give,give,VB,book,arthur,NN,NNP
what's she bringing to them ?,bring,bringing,VBG,what,them,WP,PRP
okay so what did they say to the cat .,say,say,VB,what,cat,WP,NN
bring it over to me so i can see .,bring,bring,VB,it,me,PRP,PRP
do you want to say something nice to the tape recorder ?,say,say,VB,something,recorder,NN,NN
can you give one to karen ?,give,give,VB,one,karen,CD,NNP
everyone's happy now cause she's giving snacks to everybody .,give,giving,VBG,snacks,everybody,NNS,NN
we didn't even have to bring the car to the to the gas station .,bring,bring,VB,car,the,NN,DT
after that we took the subway to my favorite toystore f a o schwartz .,take,took,VBD,that,subway,DT,NN
then we took a boat to the statue of liberty .,take,took,VBD,boat,statue,NN,NNP
on the way to the hotel my mother took my picture in front of the pulitzer fountain .,take,took,VBD,way,hotel,NN,NN
yep we're gonna write a thank you note to sadiksha .,write,write,VB,you,note,PRP,NN
you wanna show your teddy bear to jenny ?,show,show,VB,bear,jenny,NN,NNP
well sadiksha's the little girl who gave it to you .,give,gave,VBD,it,you,PRP,PRP
that is one soft teddy you better i don't know if you wanna show this teddy to daddy he might wanna sleep with it .,show,show,VB,teddy,daddy,NNP,NNP
so he's so funny because he'll just walk around and he'll say you know he'll give you say give something to you and you'll say thank you dede .,give,give,VB,something,you,NN,PRP
