idx,dative,givenness_template,hypothesis_id,hypothesis_item,code_id,code_score,length_score,haap_score,score,best_lr,best_wd,best_epoch,template_id,item,template_type,template,combo,stimulus,agent,theme,recipient,theme_pronominality,theme_animacy,theme_definiteness,recipient_pronominality,recipient_animacy,recipient_definiteness,length_diff,theme_givenness,recipient_givenness
10474,PO,1,974,5,75,2,2.09861228866811,4.09861228866811,4.09861228866811,0.05,0,10,1,974,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_-3,"Do you see Alex and a toy that's in the basket ?
<s> Alex [verb] some blue cups to the toy that's in the basket .",Alex,some blue cups,the toy that's in the basket,noun,inanimate,indefinite,noun,inanimate,definite,-3,new,given
10474,PO,2,974,5,75,2,2.09861228866811,4.09861228866811,4.09861228866811,0.05,0,7,2,974,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_-3,"Look it's Alex and a toy that's in the basket !
<s> Alex [verb] some blue cups to the toy that's in the basket .",Alex,some blue cups,the toy that's in the basket,noun,inanimate,indefinite,noun,inanimate,definite,-3,new,given
10474,PO,3,974,5,75,2,2.09861228866811,4.09861228866811,4.09861228866811,0.05,0,48,3,974,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_-3,"Here's Alex with a toy that's in the basket !
<s> Alex [verb] some blue cups to the toy that's in the basket .",Alex,some blue cups,the toy that's in the basket,noun,inanimate,indefinite,noun,inanimate,definite,-3,new,given
10476,PO,1,974,6,75,2,2.09861228866811,4.09861228866811,4.09861228866811,0.05,0,70,1,974,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_-3,"Do you see Judy and a cookie with chocolate frosting ?
<s> Judy [verb] a lego to the cookie with chocolate frosting .",Judy,a lego,the cookie with chocolate frosting,noun,inanimate,indefinite,noun,inanimate,definite,-3,new,given
10476,PO,2,974,6,75,2,2.09861228866811,4.09861228866811,4.09861228866811,0.05,0,22,2,974,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_-3,"Look it's Judy and a cookie with chocolate frosting !
<s> Judy [verb] a lego to the cookie with chocolate frosting .",Judy,a lego,the cookie with chocolate frosting,noun,inanimate,indefinite,noun,inanimate,definite,-3,new,given
10476,PO,3,974,6,75,2,2.09861228866811,4.09861228866811,4.09861228866811,0.05,0,66,3,974,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_-3,"Here's Judy with a cookie with chocolate frosting !
<s> Judy [verb] a lego to the cookie with chocolate frosting .",Judy,a lego,the cookie with chocolate frosting,noun,inanimate,indefinite,noun,inanimate,definite,-3,new,given
10478,PO,1,974,7,75,2,2.09861228866811,4.09861228866811,4.09861228866811,0.05,0,37,1,974,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_-3,"Do you see Sarah and a pencil that's on the floor ?
<s> Sarah [verb] a tool box to the pencil that's on the floor .",Sarah,a tool box,the pencil that's on the floor,noun,inanimate,indefinite,noun,inanimate,definite,-3,new,given
10478,PO,2,974,7,75,2,2.09861228866811,4.09861228866811,4.09861228866811,0.05,0,21,2,974,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_-3,"Look it's Sarah and a pencil that's on the floor !
<s> Sarah [verb] a tool box to the pencil that's on the floor .",Sarah,a tool box,the pencil that's on the floor,noun,inanimate,indefinite,noun,inanimate,definite,-3,new,given
10478,PO,3,974,7,75,2,2.09861228866811,4.09861228866811,4.09861228866811,0.05,0,52,3,974,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_-3,"Here's Sarah with a pencil that's on the floor !
<s> Sarah [verb] a tool box to the pencil that's on the floor .",Sarah,a tool box,the pencil that's on the floor,noun,inanimate,indefinite,noun,inanimate,definite,-3,new,given
10480,PO,1,974,8,75,2,2.09861228866811,4.09861228866811,4.09861228866811,0.05,0,13,1,974,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_-3,"Do you see Laura and a toy that's in the basket ?
<s> Laura [verb] some white pencils to the toy that's in the basket .",Laura,some white pencils,the toy that's in the basket,noun,inanimate,indefinite,noun,inanimate,definite,-3,new,given
10480,PO,2,974,8,75,2,2.09861228866811,4.09861228866811,4.09861228866811,0.05,0,21,2,974,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_-3,"Look it's Laura and a toy that's in the basket !
<s> Laura [verb] some white pencils to the toy that's in the basket .",Laura,some white pencils,the toy that's in the basket,noun,inanimate,indefinite,noun,inanimate,definite,-3,new,given
10480,PO,3,974,8,75,2,2.09861228866811,4.09861228866811,4.09861228866811,0.05,0,13,3,974,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_-3,"Here's Laura with a toy that's in the basket !
<s> Laura [verb] some white pencils to the toy that's in the basket .",Laura,some white pencils,the toy that's in the basket,noun,inanimate,indefinite,noun,inanimate,definite,-3,new,given
10482,PO,1,975,1,75,2,-1,1,1,0.05,0,21,1,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Do you see Michael and some boxes ?
<s> Michael [verb] some little cups to the boxes .",Michael,some little cups,the boxes,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10482,PO,2,975,1,75,2,-1,1,1,0.05,0,20,2,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Look it's Michael and some boxes !
<s> Michael [verb] some little cups to the boxes .",Michael,some little cups,the boxes,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10482,PO,3,975,1,75,2,-1,1,1,0.05,0,18,3,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Here's Michael with some boxes !
<s> Michael [verb] some little cups to the boxes .",Michael,some little cups,the boxes,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10484,PO,1,975,2,75,2,-1,1,1,0.05,0,70,1,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Do you see Laura and a pencil ?
<s> Laura [verb] some little cookies to the pencil .",Laura,some little cookies,the pencil,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10484,PO,2,975,2,75,2,-1,1,1,0.05,0,63,2,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Look it's Laura and a pencil !
<s> Laura [verb] some little cookies to the pencil .",Laura,some little cookies,the pencil,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10484,PO,3,975,2,75,2,-1,1,1,0.05,0,61,3,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Here's Laura with a pencil !
<s> Laura [verb] some little cookies to the pencil .",Laura,some little cookies,the pencil,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10486,PO,1,975,3,75,2,-1,1,1,0.05,0,19,1,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Do you see William and a big toy ?
<s> William [verb] a book with pictures to the big toy .",William,a book with pictures,the big toy,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10486,PO,2,975,3,75,2,-1,1,1,0.05,0,30,2,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Look it's William and a big toy !
<s> William [verb] a book with pictures to the big toy .",William,a book with pictures,the big toy,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10486,PO,3,975,3,75,2,-1,1,1,0.05,0,17,3,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Here's William with a big toy !
<s> William [verb] a book with pictures to the big toy .",William,a book with pictures,the big toy,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10488,PO,1,975,4,75,2,-1,1,1,0.05,0,20,1,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Do you see Jenny and a toy ?
<s> Jenny [verb] some white pencils to the toy .",Jenny,some white pencils,the toy,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10488,PO,2,975,4,75,2,-1,1,1,0.05,0,18,2,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Look it's Jenny and a toy !
<s> Jenny [verb] some white pencils to the toy .",Jenny,some white pencils,the toy,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10488,PO,3,975,4,75,2,-1,1,1,0.05,0,56,3,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Here's Jenny with a toy !
<s> Jenny [verb] some white pencils to the toy .",Jenny,some white pencils,the toy,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10490,PO,1,975,5,75,2,-1,1,1,0.05,0,21,1,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Do you see Alex and a box ?
<s> Alex [verb] a blue ball to the box .",Alex,a blue ball,the box,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10490,PO,2,975,5,75,2,-1,1,1,0.05,0,15,2,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Look it's Alex and a box !
<s> Alex [verb] a blue ball to the box .",Alex,a blue ball,the box,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10490,PO,3,975,5,75,2,-1,1,1,0.05,0,19,3,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Here's Alex with a box !
<s> Alex [verb] a blue ball to the box .",Alex,a blue ball,the box,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10492,PO,1,975,6,75,2,-1,1,1,0.05,0,68,1,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Do you see Sarah and a toy ?
<s> Sarah [verb] a yummy cookie to the toy .",Sarah,a yummy cookie,the toy,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10492,PO,2,975,6,75,2,-1,1,1,0.05,0,66,2,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Look it's Sarah and a toy !
<s> Sarah [verb] a yummy cookie to the toy .",Sarah,a yummy cookie,the toy,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10492,PO,3,975,6,75,2,-1,1,1,0.05,0,70,3,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Here's Sarah with a toy !
<s> Sarah [verb] a yummy cookie to the toy .",Sarah,a yummy cookie,the toy,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10494,PO,1,975,7,75,2,-1,1,1,0.05,0,10,1,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Do you see Judy and a pencil ?
<s> Judy [verb] a blue cup to the pencil .",Judy,a blue cup,the pencil,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10494,PO,2,975,7,75,2,-1,1,1,0.05,0,7,2,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Look it's Judy and a pencil !
<s> Judy [verb] a blue cup to the pencil .",Judy,a blue cup,the pencil,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10494,PO,3,975,7,75,2,-1,1,1,0.05,0,67,3,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Here's Judy with a pencil !
<s> Judy [verb] a blue cup to the pencil .",Judy,a blue cup,the pencil,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10496,PO,1,975,8,75,2,-1,1,1,0.05,0,4,1,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Do you see Mark and some pencils ?
<s> Mark [verb] a treasure box to the pencils .",Mark,a treasure box,the pencils,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10496,PO,2,975,8,75,2,-1,1,1,0.05,0,45,2,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Look it's Mark and some pencils !
<s> Mark [verb] a treasure box to the pencils .",Mark,a treasure box,the pencils,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10496,PO,3,975,8,75,2,-1,1,1,0.05,0,50,3,975,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_1,"Here's Mark with some pencils !
<s> Mark [verb] a treasure box to the pencils .",Mark,a treasure box,the pencils,noun,inanimate,indefinite,noun,inanimate,definite,1,new,given
10498,PO,1,976,1,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,60,1,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Do you see Michael and a toy ?
<s> Michael [verb] a ball with a star on it to the toy .",Michael,a ball with a star on it,the toy,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10498,PO,2,976,1,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,66,2,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Look it's Michael and a toy !
<s> Michael [verb] a ball with a star on it to the toy .",Michael,a ball with a star on it,the toy,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10498,PO,3,976,1,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,48,3,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Here's Michael with a toy !
<s> Michael [verb] a ball with a star on it to the toy .",Michael,a ball with a star on it,the toy,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10500,PO,1,976,2,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,61,1,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Do you see Jenny and a box ?
<s> Jenny [verb] a cookie with a hole in it to the box .",Jenny,a cookie with a hole in it,the box,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10500,PO,2,976,2,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,70,2,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Look it's Jenny and a box !
<s> Jenny [verb] a cookie with a hole in it to the box .",Jenny,a cookie with a hole in it,the box,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10500,PO,3,976,2,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,70,3,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Here's Jenny with a box !
<s> Jenny [verb] a cookie with a hole in it to the box .",Jenny,a cookie with a hole in it,the box,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10502,PO,1,976,3,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,52,1,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Do you see Laura and a lego ?
<s> Laura [verb] a ball that looks like an egg to the lego .",Laura,a ball that looks like an egg,the lego,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10502,PO,2,976,3,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,58,2,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Look it's Laura and a lego !
<s> Laura [verb] a ball that looks like an egg to the lego .",Laura,a ball that looks like an egg,the lego,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10502,PO,3,976,3,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,38,3,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Here's Laura with a lego !
<s> Laura [verb] a ball that looks like an egg to the lego .",Laura,a ball that looks like an egg,the lego,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10504,PO,1,976,4,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,49,1,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Do you see Judy and a pencil ?
<s> Judy [verb] a book with a rabbit in it to the pencil .",Judy,a book with a rabbit in it,the pencil,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10504,PO,2,976,4,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,44,2,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Look it's Judy and a pencil !
<s> Judy [verb] a book with a rabbit in it to the pencil .",Judy,a book with a rabbit in it,the pencil,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10504,PO,3,976,4,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,17,3,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Here's Judy with a pencil !
<s> Judy [verb] a book with a rabbit in it to the pencil .",Judy,a book with a rabbit in it,the pencil,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10506,PO,1,976,5,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,33,1,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Do you see William and some cups ?
<s> William [verb] a cookie with a hole in it to the cups .",William,a cookie with a hole in it,the cups,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10506,PO,2,976,5,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,29,2,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Look it's William and some cups !
<s> William [verb] a cookie with a hole in it to the cups .",William,a cookie with a hole in it,the cups,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10506,PO,3,976,5,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,70,3,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Here's William with some cups !
<s> William [verb] a cookie with a hole in it to the cups .",William,a cookie with a hole in it,the cups,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10508,PO,1,976,6,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,63,1,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Do you see Sarah and some pencils ?
<s> Sarah [verb] a ball that looks like an egg to the pencils .",Sarah,a ball that looks like an egg,the pencils,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10508,PO,2,976,6,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,70,2,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Look it's Sarah and some pencils !
<s> Sarah [verb] a ball that looks like an egg to the pencils .",Sarah,a ball that looks like an egg,the pencils,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10508,PO,3,976,6,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,64,3,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Here's Sarah with some pencils !
<s> Sarah [verb] a ball that looks like an egg to the pencils .",Sarah,a ball that looks like an egg,the pencils,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10510,PO,1,976,7,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,68,1,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Do you see Mark and a cookie ?
<s> Mark [verb] a ball that looks like an egg to the cookie .",Mark,a ball that looks like an egg,the cookie,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10510,PO,2,976,7,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,30,2,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Look it's Mark and a cookie !
<s> Mark [verb] a ball that looks like an egg to the cookie .",Mark,a ball that looks like an egg,the cookie,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10510,PO,3,976,7,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,37,3,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Here's Mark with a cookie !
<s> Mark [verb] a ball that looks like an egg to the cookie .",Mark,a ball that looks like an egg,the cookie,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10512,PO,1,976,8,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,14,1,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Do you see Alex and a cup ?
<s> Alex [verb] a ball with a star on it to the cup .",Alex,a ball with a star on it,the cup,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10512,PO,2,976,8,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,15,2,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Look it's Alex and a cup !
<s> Alex [verb] a ball with a star on it to the cup .",Alex,a ball with a star on it,the cup,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10512,PO,3,976,8,75,2,-2.6094379124341005,-0.6094379124341005,-0.6094379124341005,0.05,0,49,3,976,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_5,"Here's Alex with a cup !
<s> Alex [verb] a ball with a star on it to the cup .",Alex,a ball with a star on it,the cup,noun,inanimate,indefinite,noun,inanimate,definite,5,new,given
10514,PO,1,977,1,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,17,1,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Do you see Mark and a cup ?
<s> Mark [verb] a box with stuff in it to the cup .",Mark,a box with stuff in it,the cup,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10514,PO,2,977,1,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,31,2,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Look it's Mark and a cup !
<s> Mark [verb] a box with stuff in it to the cup .",Mark,a box with stuff in it,the cup,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10514,PO,3,977,1,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,35,3,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Here's Mark with a cup !
<s> Mark [verb] a box with stuff in it to the cup .",Mark,a box with stuff in it,the cup,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10516,PO,1,977,2,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,8,1,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Do you see Judy and some books ?
<s> Judy [verb] a box with stuff in it to the books .",Judy,a box with stuff in it,the books,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10516,PO,2,977,2,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,5,2,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Look it's Judy and some books !
<s> Judy [verb] a box with stuff in it to the books .",Judy,a box with stuff in it,the books,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10516,PO,3,977,2,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,52,3,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Here's Judy with some books !
<s> Judy [verb] a box with stuff in it to the books .",Judy,a box with stuff in it,the books,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10518,PO,1,977,3,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,47,1,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Do you see Michael and some small pencils ?
<s> Michael [verb] a book with a rabbit in it to the small pencils .",Michael,a book with a rabbit in it,the small pencils,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10518,PO,2,977,3,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,47,2,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Look it's Michael and some small pencils !
<s> Michael [verb] a book with a rabbit in it to the small pencils .",Michael,a book with a rabbit in it,the small pencils,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10518,PO,3,977,3,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,13,3,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Here's Michael with some small pencils !
<s> Michael [verb] a book with a rabbit in it to the small pencils .",Michael,a book with a rabbit in it,the small pencils,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10520,PO,1,977,4,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,70,1,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Do you see Jenny and some little boxes ?
<s> Jenny [verb] a cookie with a hole in it to the little boxes .",Jenny,a cookie with a hole in it,the little boxes,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10520,PO,2,977,4,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,70,2,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Look it's Jenny and some little boxes !
<s> Jenny [verb] a cookie with a hole in it to the little boxes .",Jenny,a cookie with a hole in it,the little boxes,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10520,PO,3,977,4,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,56,3,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Here's Jenny with some little boxes !
<s> Jenny [verb] a cookie with a hole in it to the little boxes .",Jenny,a cookie with a hole in it,the little boxes,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10522,PO,1,977,5,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,53,1,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Do you see William and some chairs ?
<s> William [verb] a toy that's in the basket to the chairs .",William,a toy that's in the basket,the chairs,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10522,PO,2,977,5,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,70,2,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Look it's William and some chairs !
<s> William [verb] a toy that's in the basket to the chairs .",William,a toy that's in the basket,the chairs,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10522,PO,3,977,5,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,70,3,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Here's William with some chairs !
<s> William [verb] a toy that's in the basket to the chairs .",William,a toy that's in the basket,the chairs,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10524,PO,1,977,6,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,70,1,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Do you see Sarah and some boxes ?
<s> Sarah [verb] a ball that's on the floor to the boxes .",Sarah,a ball that's on the floor,the boxes,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10524,PO,2,977,6,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,70,2,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Look it's Sarah and some boxes !
<s> Sarah [verb] a ball that's on the floor to the boxes .",Sarah,a ball that's on the floor,the boxes,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10524,PO,3,977,6,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,70,3,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Here's Sarah with some boxes !
<s> Sarah [verb] a ball that's on the floor to the boxes .",Sarah,a ball that's on the floor,the boxes,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10526,PO,1,977,7,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,8,1,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Do you see Laura and a book ?
<s> Laura [verb] a pencil that's on the radio to the book .",Laura,a pencil that's on the radio,the book,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10526,PO,2,977,7,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,70,2,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Look it's Laura and a book !
<s> Laura [verb] a pencil that's on the radio to the book .",Laura,a pencil that's on the radio,the book,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
10526,PO,3,977,7,75,2,-2.386294361119891,-0.3862943611198908,-0.3862943611198908,0.05,0,70,3,977,agent-1arg,agent-recipient,agent-1arg_recipient__niinid_4,"Here's Laura with a book !
<s> Laura [verb] a pencil that's on the radio to the book .",Laura,a pencil that's on the radio,the book,noun,inanimate,indefinite,noun,inanimate,definite,4,new,given
