idx,template_id,item,dative,hypothesis_id,hypothesis_item,template_type,template,combo,stimulus,agent,theme,recipient,theme_pronominality,theme_animacy,theme_definiteness,recipient_pronominality,recipient_animacy,recipient_definiteness,length_diff,givenness_template,theme_givenness,recipient_givenness
9837,1,891,do,891,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnad_3,"Do you see Jenny and some brown bears ?
<s> Jenny [verb] the brown bears the book that's on the floor .",Jenny,the book that's on the floor,the brown bears,noun,inanimate,definite,noun,animate,definite,3,1,new,given
9838,1,891,pp,891,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnad_3,"Do you see Jenny and some brown bears ?
<s> Jenny [verb] the book that's on the floor to the brown bears .",Jenny,the book that's on the floor,the brown bears,noun,inanimate,definite,noun,animate,definite,3,1,new,given
9839,1,891,do,891,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnad_3,"Do you see Mark and a bear ?
<s> Mark [verb] the bear the cookie with chocolate frosting .",Mark,the cookie with chocolate frosting,the bear,noun,inanimate,definite,noun,animate,definite,3,1,new,given
9840,1,891,pp,891,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnad_3,"Do you see Mark and a bear ?
<s> Mark [verb] the cookie with chocolate frosting to the bear .",Mark,the cookie with chocolate frosting,the bear,noun,inanimate,definite,noun,animate,definite,3,1,new,given
9841,1,902,do,902,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Michael and a big toy ?
<s> Michael [verb] the big toy the small cups .",Michael,the small cups,the big toy,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9842,1,902,pp,902,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Michael and a big toy ?
<s> Michael [verb] the small cups to the big toy .",Michael,the small cups,the big toy,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9843,1,902,do,902,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Judy and some blue cups ?
<s> Judy [verb] the blue cups the big cookie .",Judy,the big cookie,the blue cups,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9844,1,902,pp,902,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Judy and some blue cups ?
<s> Judy [verb] the big cookie to the blue cups .",Judy,the big cookie,the blue cups,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9845,1,902,do,902,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Mark and a blue ball ?
<s> Mark [verb] the blue ball the little toy .",Mark,the little toy,the blue ball,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9846,1,902,pp,902,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Mark and a blue ball ?
<s> Mark [verb] the little toy to the blue ball .",Mark,the little toy,the blue ball,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9847,1,902,do,902,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see William and a big toy ?
<s> William [verb] the big toy the white pencils .",William,the white pencils,the big toy,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9848,1,902,pp,902,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see William and a big toy ?
<s> William [verb] the white pencils to the big toy .",William,the white pencils,the big toy,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9849,1,902,do,902,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Laura and some blue toys ?
<s> Laura [verb] the blue toys the tiny books .",Laura,the tiny books,the blue toys,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9850,1,902,pp,902,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Laura and some blue toys ?
<s> Laura [verb] the tiny books to the blue toys .",Laura,the tiny books,the blue toys,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9851,1,902,do,902,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Sarah and some little toys ?
<s> Sarah [verb] the little toys the little balls .",Sarah,the little balls,the little toys,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9852,1,902,pp,902,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Sarah and some little toys ?
<s> Sarah [verb] the little balls to the little toys .",Sarah,the little balls,the little toys,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9853,1,902,do,902,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Jenny and some little cups ?
<s> Jenny [verb] the little cups the red toys .",Jenny,the red toys,the little cups,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9854,1,902,pp,902,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Jenny and some little cups ?
<s> Jenny [verb] the red toys to the little cups .",Jenny,the red toys,the little cups,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9855,1,902,do,902,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Alex and a pencil ?
<s> Alex [verb] the pencil the chair .",Alex,the chair,the pencil,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9856,1,902,pp,902,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_0,"Do you see Alex and a pencil ?
<s> Alex [verb] the chair to the pencil .",Alex,the chair,the pencil,noun,inanimate,definite,noun,inanimate,definite,0,1,new,given
9857,1,903,do,903,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Sarah and a big cup ?
<s> Sarah [verb] the big cup the pencil .",Sarah,the pencil,the big cup,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9858,1,903,pp,903,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Sarah and a big cup ?
<s> Sarah [verb] the pencil to the big cup .",Sarah,the pencil,the big cup,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9859,1,903,do,903,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Judy and some red balls ?
<s> Judy [verb] the red balls the chairs .",Judy,the chairs,the red balls,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9860,1,903,pp,903,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Judy and some red balls ?
<s> Judy [verb] the chairs to the red balls .",Judy,the chairs,the red balls,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9861,1,903,do,903,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Michael and a blue toy ?
<s> Michael [verb] the blue toy the boxes .",Michael,the boxes,the blue toy,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9862,1,903,pp,903,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Michael and a blue toy ?
<s> Michael [verb] the boxes to the blue toy .",Michael,the boxes,the blue toy,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9863,1,903,do,903,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Alex and a book that's on the floor ?
<s> Alex [verb] the book that's on the floor the cup with orange juice .",Alex,the cup with orange juice,the book that's on the floor,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9864,1,903,pp,903,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Alex and a book that's on the floor ?
<s> Alex [verb] the cup with orange juice to the book that's on the floor .",Alex,the cup with orange juice,the book that's on the floor,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9865,1,903,do,903,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Jenny and some big toys ?
<s> Jenny [verb] the big toys the lego .",Jenny,the lego,the big toys,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9866,1,903,pp,903,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Jenny and some big toys ?
<s> Jenny [verb] the lego to the big toys .",Jenny,the lego,the big toys,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9867,1,903,do,903,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Mark and a small cup ?
<s> Mark [verb] the small cup the pencils .",Mark,the pencils,the small cup,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9868,1,903,pp,903,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Mark and a small cup ?
<s> Mark [verb] the pencils to the small cup .",Mark,the pencils,the small cup,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9869,1,903,do,903,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Laura and some treasure boxes ?
<s> Laura [verb] the treasure boxes the toy .",Laura,the toy,the treasure boxes,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9870,1,903,pp,903,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see Laura and some treasure boxes ?
<s> Laura [verb] the toy to the treasure boxes .",Laura,the toy,the treasure boxes,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9871,1,903,do,903,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see William and a blue cup ?
<s> William [verb] the blue cup the lego .",William,the lego,the blue cup,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9872,1,903,pp,903,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-1,"Do you see William and a blue cup ?
<s> William [verb] the lego to the blue cup .",William,the lego,the blue cup,noun,inanimate,definite,noun,inanimate,definite,-1,1,new,given
9873,1,904,do,904,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Michael and a ball that looks like an egg ?
<s> Michael [verb] the ball that looks like an egg the cookie .",Michael,the cookie,the ball that looks like an egg,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9874,1,904,pp,904,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Michael and a ball that looks like an egg ?
<s> Michael [verb] the cookie to the ball that looks like an egg .",Michael,the cookie,the ball that looks like an egg,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9875,1,904,do,904,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Mark and a cookie with a hole in it ?
<s> Mark [verb] the cookie with a hole in it the chairs .",Mark,the chairs,the cookie with a hole in it,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9876,1,904,pp,904,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Mark and a cookie with a hole in it ?
<s> Mark [verb] the chairs to the cookie with a hole in it .",Mark,the chairs,the cookie with a hole in it,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9877,1,904,do,904,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Judy and a ball that looks like an egg ?
<s> Judy [verb] the ball that looks like an egg the cup .",Judy,the cup,the ball that looks like an egg,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9878,1,904,pp,904,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Judy and a ball that looks like an egg ?
<s> Judy [verb] the cup to the ball that looks like an egg .",Judy,the cup,the ball that looks like an egg,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9879,1,904,do,904,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Laura and a cookie with a hole in it ?
<s> Laura [verb] the cookie with a hole in it the cups .",Laura,the cups,the cookie with a hole in it,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9880,1,904,pp,904,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Laura and a cookie with a hole in it ?
<s> Laura [verb] the cups to the cookie with a hole in it .",Laura,the cups,the cookie with a hole in it,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9881,1,904,do,904,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Alex and a book with a rabbit in it ?
<s> Alex [verb] the book with a rabbit in it the box .",Alex,the box,the book with a rabbit in it,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9882,1,904,pp,904,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Alex and a book with a rabbit in it ?
<s> Alex [verb] the box to the book with a rabbit in it .",Alex,the box,the book with a rabbit in it,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9883,1,904,do,904,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Sarah and a cookie with a hole in it ?
<s> Sarah [verb] the cookie with a hole in it the toy .",Sarah,the toy,the cookie with a hole in it,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9884,1,904,pp,904,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Sarah and a cookie with a hole in it ?
<s> Sarah [verb] the toy to the cookie with a hole in it .",Sarah,the toy,the cookie with a hole in it,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9885,1,904,do,904,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see William and a cookie with a hole in it ?
<s> William [verb] the cookie with a hole in it the box .",William,the box,the cookie with a hole in it,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9886,1,904,pp,904,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see William and a cookie with a hole in it ?
<s> William [verb] the box to the cookie with a hole in it .",William,the box,the cookie with a hole in it,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9887,1,904,do,904,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Jenny and a cookie with a hole in it ?
<s> Jenny [verb] the cookie with a hole in it the book .",Jenny,the book,the cookie with a hole in it,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9888,1,904,pp,904,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-5,"Do you see Jenny and a cookie with a hole in it ?
<s> Jenny [verb] the book to the cookie with a hole in it .",Jenny,the book,the cookie with a hole in it,noun,inanimate,definite,noun,inanimate,definite,-5,1,new,given
9889,1,905,do,905,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see William and a toy that's in the bag ?
<s> William [verb] the toy that's in the bag the cookie .",William,the cookie,the toy that's in the bag,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9890,1,905,pp,905,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see William and a toy that's in the bag ?
<s> William [verb] the cookie to the toy that's in the bag .",William,the cookie,the toy that's in the bag,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9891,1,905,do,905,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Mark and a cookie with a hole in it ?
<s> Mark [verb] the cookie with a hole in it the treasure box .",Mark,the treasure box,the cookie with a hole in it,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9892,1,905,pp,905,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Mark and a cookie with a hole in it ?
<s> Mark [verb] the treasure box to the cookie with a hole in it .",Mark,the treasure box,the cookie with a hole in it,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9893,1,905,do,905,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Sarah and a ball that looks like an egg ?
<s> Sarah [verb] the ball that looks like an egg the big cookie .",Sarah,the big cookie,the ball that looks like an egg,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9894,1,905,pp,905,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Sarah and a ball that looks like an egg ?
<s> Sarah [verb] the big cookie to the ball that looks like an egg .",Sarah,the big cookie,the ball that looks like an egg,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9895,1,905,do,905,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Michael and a ball with a star on it ?
<s> Michael [verb] the ball with a star on it the little cookie .",Michael,the little cookie,the ball with a star on it,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9896,1,905,pp,905,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Michael and a ball with a star on it ?
<s> Michael [verb] the little cookie to the ball with a star on it .",Michael,the little cookie,the ball with a star on it,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9897,1,905,do,905,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Judy and a cookie with m and ms ?
<s> Judy [verb] the cookie with m and ms the toy .",Judy,the toy,the cookie with m and ms,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9898,1,905,pp,905,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Judy and a cookie with m and ms ?
<s> Judy [verb] the toy to the cookie with m and ms .",Judy,the toy,the cookie with m and ms,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9899,1,905,do,905,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Laura and a book that's on the floor ?
<s> Laura [verb] the book that's on the floor the lego .",Laura,the lego,the book that's on the floor,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9900,1,905,pp,905,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Laura and a book that's on the floor ?
<s> Laura [verb] the lego to the book that's on the floor .",Laura,the lego,the book that's on the floor,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9901,1,905,do,905,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Jenny and a box with stuff in it ?
<s> Jenny [verb] the box with stuff in it the toys .",Jenny,the toys,the box with stuff in it,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9902,1,905,pp,905,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Jenny and a box with stuff in it ?
<s> Jenny [verb] the toys to the box with stuff in it .",Jenny,the toys,the box with stuff in it,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9903,1,905,do,905,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Alex and a ball with a star on it ?
<s> Alex [verb] the ball with a star on it the little box .",Alex,the little box,the ball with a star on it,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9904,1,905,pp,905,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-4,"Do you see Alex and a ball with a star on it ?
<s> Alex [verb] the little box to the ball with a star on it .",Alex,the little box,the ball with a star on it,noun,inanimate,definite,noun,inanimate,definite,-4,1,new,given
9905,1,906,do,906,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see William and a cup with no lid ?
<s> William [verb] the cup with no lid the wooden pencil .",William,the wooden pencil,the cup with no lid,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9906,1,906,pp,906,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see William and a cup with no lid ?
<s> William [verb] the wooden pencil to the cup with no lid .",William,the wooden pencil,the cup with no lid,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9907,1,906,do,906,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Alex and a cookie with chocolate frosting ?
<s> Alex [verb] the cookie with chocolate frosting the big toys .",Alex,the big toys,the cookie with chocolate frosting,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9908,1,906,pp,906,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Alex and a cookie with chocolate frosting ?
<s> Alex [verb] the big toys to the cookie with chocolate frosting .",Alex,the big toys,the cookie with chocolate frosting,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9909,1,906,do,906,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Jenny and a book with those circles ?
<s> Jenny [verb] the book with those circles the little boxes .",Jenny,the little boxes,the book with those circles,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9910,1,906,pp,906,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Jenny and a book with those circles ?
<s> Jenny [verb] the little boxes to the book with those circles .",Jenny,the little boxes,the book with those circles,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9911,1,906,do,906,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Laura and a ball with a star on it ?
<s> Laura [verb] the ball with a star on it the cup with no lid .",Laura,the cup with no lid,the ball with a star on it,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9912,1,906,pp,906,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Laura and a ball with a star on it ?
<s> Laura [verb] the cup with no lid to the ball with a star on it .",Laura,the cup with no lid,the ball with a star on it,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9913,1,906,do,906,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Judy and a cup with water ?
<s> Judy [verb] the cup with water the toy .",Judy,the toy,the cup with water,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9914,1,906,pp,906,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Judy and a cup with water ?
<s> Judy [verb] the toy to the cup with water .",Judy,the toy,the cup with water,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9915,1,906,do,906,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Michael and a cup with no lid ?
<s> Michael [verb] the cup with no lid the blue balls .",Michael,the blue balls,the cup with no lid,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9916,1,906,pp,906,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Michael and a cup with no lid ?
<s> Michael [verb] the blue balls to the cup with no lid .",Michael,the blue balls,the cup with no lid,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9917,1,906,do,906,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Mark and a book with those circles ?
<s> Mark [verb] the book with those circles the little box .",Mark,the little box,the book with those circles,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9918,1,906,pp,906,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Mark and a book with those circles ?
<s> Mark [verb] the little box to the book with those circles .",Mark,the little box,the book with those circles,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9919,1,906,do,906,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Sarah and a cup with no lid ?
<s> Sarah [verb] the cup with no lid the yummy cookie .",Sarah,the yummy cookie,the cup with no lid,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9920,1,906,pp,906,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-2,"Do you see Sarah and a cup with no lid ?
<s> Sarah [verb] the yummy cookie to the cup with no lid .",Sarah,the yummy cookie,the cup with no lid,noun,inanimate,definite,noun,inanimate,definite,-2,1,new,given
9921,1,907,do,907,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Judy and a cookie with pink frosting ?
<s> Judy [verb] the cookie with pink frosting the cup .",Judy,the cup,the cookie with pink frosting,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9922,1,907,pp,907,1,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Judy and a cookie with pink frosting ?
<s> Judy [verb] the cup to the cookie with pink frosting .",Judy,the cup,the cookie with pink frosting,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9923,1,907,do,907,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Alex and a ball that's on on top ?
<s> Alex [verb] the ball that's on on top the big cookie .",Alex,the big cookie,the ball that's on on top,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9924,1,907,pp,907,2,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Alex and a ball that's on on top ?
<s> Alex [verb] the big cookie to the ball that's on on top .",Alex,the big cookie,the ball that's on on top,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9925,1,907,do,907,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Jenny and a cup with a red top ?
<s> Jenny [verb] the cup with a red top the green ball .",Jenny,the green ball,the cup with a red top,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9926,1,907,pp,907,3,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Jenny and a cup with a red top ?
<s> Jenny [verb] the green ball to the cup with a red top .",Jenny,the green ball,the cup with a red top,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9927,1,907,do,907,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see William and a pencil that's on the floor ?
<s> William [verb] the pencil that's on the floor the big cups .",William,the big cups,the pencil that's on the floor,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9928,1,907,pp,907,4,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see William and a pencil that's on the floor ?
<s> William [verb] the big cups to the pencil that's on the floor .",William,the big cups,the pencil that's on the floor,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9929,1,907,do,907,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Michael and a pencil that's on the floor ?
<s> Michael [verb] the pencil that's on the floor the big toys .",Michael,the big toys,the pencil that's on the floor,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9930,1,907,pp,907,5,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Michael and a pencil that's on the floor ?
<s> Michael [verb] the big toys to the pencil that's on the floor .",Michael,the big toys,the pencil that's on the floor,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9931,1,907,do,907,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Sarah and a pencil that's on the desk ?
<s> Sarah [verb] the pencil that's on the desk the big toys .",Sarah,the big toys,the pencil that's on the desk,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9932,1,907,pp,907,6,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Sarah and a pencil that's on the desk ?
<s> Sarah [verb] the big toys to the pencil that's on the desk .",Sarah,the big toys,the pencil that's on the desk,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9933,1,907,do,907,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Laura and a cup with no lid ?
<s> Laura [verb] the cup with no lid the pencils .",Laura,the pencils,the cup with no lid,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9934,1,907,pp,907,7,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Laura and a cup with no lid ?
<s> Laura [verb] the pencils to the cup with no lid .",Laura,the pencils,the cup with no lid,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9935,1,907,do,907,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Mark and a cup with a red top ?
<s> Mark [verb] the cup with a red top the little book .",Mark,the little book,the cup with a red top,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
9936,1,907,pp,907,8,agent-1arg,agent-recipient,agent-1arg_recipient__nidnid_-3,"Do you see Mark and a cup with a red top ?
<s> Mark [verb] the little book to the cup with a red top .",Mark,the little book,the cup with a red top,noun,inanimate,definite,noun,inanimate,definite,-3,1,new,given
